date and time,T,RH,WS,Rs,P
2008-10-10 02:00:00,26.32,40.14,1.23,0.0,99.12
2008-10-10 03:00:00,25.36,42.2,1.31,0.0,99.13
2008-10-10 04:00:00,24.49,44.92,1.36,0.0,99.16
2008-10-10 05:00:00,23.77,48.87,1.42,0.0,99.23
2008-10-10 06:00:00,23.35,53.89,1.49,0.08,99.3
2008-10-10 07:00:00,25.19,53.12,2.92,0.73,99.38
2008-10-10 08:00:00,27.91,48.9,3.03,1.51,99.46
2008-10-10 09:00:00,31.9,37.47,3.05,2.22,99.49
2008-10-10 10:00:00,34.39,29.8,2.98,2.73,99.49
2008-10-10 11:00:00,36.08,25.36,3.14,3.02,99.43
2008-10-10 12:00:00,37.2,22.64,3.33,3.04,99.34
2008-10-10 13:00:00,37.86,20.91,3.43,2.8,99.24
2008-10-10 14:00:00,38.0,19.85,3.4,2.31,99.17
2008-10-10 15:00:00,37.64,19.53,3.3,1.63,99.12
2008-10-10 16:00:00,36.81,19.67,3.08,0.84,99.12
2008-10-10 17:00:00,34.63,21.81,1.61,0.14,99.15
2008-10-10 18:00:00,31.73,25.85,1.12,0.0,99.21
2008-10-10 19:00:00,31.08,26.49,1.09,0.0,99.29
2008-10-10 20:00:00,30.73,26.5,1.01,0.0,99.35
2008-10-10 21:00:00,30.35,26.54,0.91,0.0,99.38
2008-10-10 22:00:00,29.75,26.98,0.9,0.0,99.37
2008-10-10 23:00:00,28.95,27.74,0.98,0.0,99.36
2008-10-11 00:00:00,28.16,28.53,1.06,0.0,99.34
2008-10-11 01:00:00,27.48,29.2,1.09,0.0,99.31
2008-10-11 02:00:00,26.83,29.97,1.09,0.0,99.28
2008-10-11 03:00:00,26.02,31.2,1.12,0.0,99.28
2008-10-11 04:00:00,25.08,32.85,1.18,0.0,99.31
2008-10-11 05:00:00,24.14,34.77,1.21,0.0,99.37
2008-10-11 06:00:00,23.5,36.32,1.2,0.08,99.43
2008-10-11 07:00:00,25.9,31.87,1.78,0.74,99.5
2008-10-11 08:00:00,28.51,27.94,2.17,1.54,99.55
2008-10-11 09:00:00,33.39,21.19,2.63,2.24,99.57
2008-10-11 10:00:00,36.3,17.74,3.2,2.76,99.55
2008-10-11 11:00:00,37.53,16.55,3.33,3.05,99.48
2008-10-11 12:00:00,38.32,15.75,3.34,3.1,99.38
2008-10-11 13:00:00,38.73,15.28,3.27,2.86,99.27
2008-10-11 14:00:00,38.79,15.01,3.14,2.37,99.19
2008-10-11 15:00:00,38.41,15.01,2.98,1.68,99.14
2008-10-11 16:00:00,37.55,15.48,2.75,0.88,99.15
2008-10-11 17:00:00,34.98,18.11,1.3,0.15,99.19
2008-10-11 18:00:00,32.15,21.76,1.17,0.0,99.25
2008-10-11 19:00:00,31.54,22.4,1.15,0.0,99.32
2008-10-11 20:00:00,31.16,22.65,1.03,0.0,99.37
2008-10-11 21:00:00,30.87,22.75,0.86,0.0,99.38
2008-10-11 22:00:00,30.52,23.02,0.69,0.0,99.35
2008-10-11 23:00:00,30.04,23.5,0.59,0.0,99.3
2008-10-12 00:00:00,29.52,24.13,0.59,0.0,99.26
2008-10-12 01:00:00,28.95,24.81,0.65,0.0,99.23
2008-10-12 02:00:00,28.32,25.64,0.77,0.0,99.21
2008-10-12 03:00:00,27.51,26.93,0.94,0.0,99.21
2008-10-12 04:00:00,26.43,28.74,1.1,0.0,99.23
2008-10-12 05:00:00,25.18,31.12,1.2,0.0,99.29
2008-10-12 06:00:00,24.21,33.15,1.21,0.09,99.36
2008-10-12 07:00:00,26.27,29.54,1.48,0.77,99.43
2008-10-12 08:00:00,28.82,25.58,2.04,1.58,99.48
2008-10-12 09:00:00,33.39,19.14,2.36,2.3,99.5
2008-10-12 10:00:00,36.97,14.79,3.19,2.82,99.47
2008-10-12 11:00:00,38.19,13.62,3.54,2.99,99.4
2008-10-12 12:00:00,38.91,12.88,3.77,3.1,99.28
2008-10-12 13:00:00,39.26,12.38,3.9,2.85,99.17
2008-10-12 14:00:00,39.18,12.22,3.76,2.36,99.09
2008-10-12 15:00:00,38.64,12.53,3.42,1.65,99.04
2008-10-12 16:00:00,37.63,13.23,2.99,0.85,99.03
2008-10-12 17:00:00,34.62,16.15,1.3,0.13,99.05
2008-10-12 18:00:00,31.96,19.26,1.21,0.0,99.11
2008-10-12 19:00:00,31.39,19.84,1.16,0.0,99.18
2008-10-12 20:00:00,30.98,20.18,1.06,0.0,99.23
2008-10-12 21:00:00,30.56,20.63,0.94,0.0,99.25
2008-10-12 22:00:00,30.11,21.17,0.87,0.0,99.23
2008-10-12 23:00:00,29.62,21.84,0.85,0.0,99.2
2008-10-13 00:00:00,29.0,22.71,0.91,0.0,99.16
2008-10-13 01:00:00,28.25,23.79,1.01,0.0,99.12
2008-10-13 02:00:00,27.09,25.53,1.19,0.0,99.08
2008-10-13 03:00:00,25.63,27.87,1.37,0.0,99.06
2008-10-13 04:00:00,24.3,30.12,1.51,0.0,99.07
2008-10-13 05:00:00,23.31,31.93,1.67,0.0,99.12
2008-10-13 06:00:00,22.64,33.39,1.77,0.08,99.18
2008-10-13 07:00:00,25.14,29.05,3.11,0.73,99.25
2008-10-13 08:00:00,27.76,25.16,3.44,1.52,99.3
2008-10-13 09:00:00,32.24,18.99,3.54,2.23,99.3
2008-10-13 10:00:00,36.78,13.22,4.47,2.76,99.25
2008-10-13 11:00:00,38.27,12.0,4.5,3.05,99.16
2008-10-13 12:00:00,39.11,11.18,4.41,3.13,99.03
2008-10-13 13:00:00,39.56,10.53,4.28,2.88,98.9
2008-10-13 14:00:00,39.56,10.13,4.1,2.38,98.82
2008-10-13 15:00:00,39.1,10.02,3.79,1.69,98.79
2008-10-13 16:00:00,38.1,10.36,3.33,0.88,98.79
2008-10-13 17:00:00,34.54,13.14,1.45,0.14,98.81
2008-10-13 18:00:00,31.4,15.85,1.35,0.0,98.86
2008-10-13 19:00:00,30.25,16.83,1.4,0.0,98.93
2008-10-13 20:00:00,29.18,17.82,1.46,0.0,98.98
2008-10-13 21:00:00,28.2,18.87,1.54,0.0,98.99
2008-10-13 22:00:00,27.27,20.01,1.66,0.0,98.99
2008-10-13 23:00:00,26.39,21.29,1.77,0.0,98.96
2008-10-14 00:00:00,25.53,22.79,1.85,0.0,98.95
2008-10-14 01:00:00,24.73,24.71,1.91,0.0,98.94
2008-10-14 02:00:00,23.98,27.86,1.92,0.0,98.93
2008-10-14 03:00:00,23.35,32.35,1.89,0.0,98.94
2008-10-14 04:00:00,22.77,37.73,1.78,0.0,98.97
2008-10-14 05:00:00,22.29,42.32,1.67,0.0,99.01
2008-10-14 06:00:00,22.03,44.39,1.63,0.08,99.05
2008-10-14 07:00:00,25.05,36.62,2.71,0.74,99.09
2008-10-14 08:00:00,28.13,29.81,3.56,1.55,99.13
2008-10-14 09:00:00,32.69,20.6,4.02,2.26,99.14
2008-10-14 10:00:00,36.36,13.98,4.95,2.78,99.12
2008-10-14 11:00:00,37.77,12.51,4.8,2.97,99.05
2008-10-14 12:00:00,38.62,11.73,4.44,3.09,98.96
2008-10-14 13:00:00,39.05,11.2,3.99,2.84,98.86
2008-10-14 14:00:00,39.07,10.98,3.56,2.33,98.78
2008-10-14 15:00:00,38.64,11.16,3.29,1.63,98.74
2008-10-14 16:00:00,37.67,11.78,3.03,0.82,98.74
2008-10-14 17:00:00,34.18,15.01,1.41,0.12,98.78
2008-10-14 18:00:00,30.97,18.42,1.38,0.0,98.82
2008-10-14 19:00:00,29.81,19.88,1.46,0.0,98.89
2008-10-14 20:00:00,28.82,21.38,1.55,0.0,98.93
2008-10-14 21:00:00,27.99,22.94,1.73,0.0,98.95
2008-10-14 22:00:00,27.31,24.69,2.0,0.0,98.94
2008-10-14 23:00:00,26.74,26.74,2.37,0.0,98.93
2008-10-15 00:00:00,26.18,29.13,2.8,0.0,98.93
2008-10-15 01:00:00,25.53,32.1,3.2,0.0,98.92
2008-10-15 02:00:00,24.92,35.94,3.55,0.0,98.92
2008-10-15 03:00:00,24.48,41.41,3.68,0.0,98.94
2008-10-15 04:00:00,24.12,48.71,3.57,0.0,98.96
2008-10-15 05:00:00,23.82,55.96,3.4,0.0,99.0
2008-10-15 06:00:00,23.59,60.92,3.34,0.06,99.06
2008-10-15 07:00:00,25.12,57.65,4.56,0.63,99.13
2008-10-15 08:00:00,27.85,48.18,4.75,1.34,99.18
2008-10-15 09:00:00,31.63,33.81,5.04,2.04,99.2
2008-10-15 10:00:00,35.3,20.31,5.57,2.52,99.19
2008-10-15 11:00:00,36.84,16.21,5.17,2.81,99.12
2008-10-15 12:00:00,37.42,15.11,4.42,3.01,99.03
2008-10-15 13:00:00,37.6,14.48,3.7,2.75,98.93
2008-10-15 14:00:00,37.4,14.28,3.09,2.25,98.87
2008-10-15 15:00:00,36.9,14.42,2.57,1.45,98.85
2008-10-15 16:00:00,36.03,14.92,2.14,0.69,98.87
2008-10-15 17:00:00,33.57,17.59,0.98,0.09,98.93
2008-10-15 18:00:00,31.86,19.55,0.95,0.0,99.0
2008-10-15 19:00:00,31.27,20.1,0.85,0.0,99.1
2008-10-15 20:00:00,30.61,20.77,0.81,0.0,99.16
2008-10-15 21:00:00,29.82,21.55,0.83,0.0,99.17
2008-10-15 22:00:00,28.98,22.38,0.84,0.0,99.17
2008-10-15 23:00:00,28.18,23.31,0.83,0.0,99.15
2008-10-16 00:00:00,27.17,24.77,0.78,0.0,99.14
2008-10-16 01:00:00,26.22,26.47,0.62,0.0,99.13
2008-10-16 02:00:00,25.5,28.16,0.36,0.0,99.12
2008-10-16 03:00:00,24.65,30.34,0.33,0.0,99.14
2008-10-16 04:00:00,23.56,33.49,0.56,0.0,99.18
2008-10-16 05:00:00,22.26,37.62,0.8,0.0,99.25
2008-10-16 06:00:00,21.22,41.62,1.02,0.06,99.33
2008-10-16 07:00:00,22.81,39.63,2.39,0.61,99.4
2008-10-16 08:00:00,24.99,36.64,3.24,1.35,99.47
2008-10-16 09:00:00,28.36,31.82,3.55,2.06,99.5
2008-10-16 10:00:00,31.45,25.95,3.32,2.59,99.49
2008-10-16 11:00:00,33.97,20.33,2.85,2.87,99.42
2008-10-16 12:00:00,35.17,18.42,2.55,2.83,99.31
2008-10-16 13:00:00,35.78,17.57,2.4,2.56,99.21
2008-10-16 14:00:00,35.98,17.32,2.43,2.04,99.14
2008-10-16 15:00:00,35.65,17.63,2.47,1.41,99.11
2008-10-16 16:00:00,34.76,18.69,2.53,0.71,99.13
2008-10-16 17:00:00,32.2,22.26,1.51,0.09,99.16
2008-10-16 18:00:00,29.38,27.59,1.72,0.0,99.22
2008-10-16 19:00:00,28.56,30.62,2.22,0.0,99.29
2008-10-16 20:00:00,27.7,34.08,2.4,0.0,99.34
2008-10-16 21:00:00,26.73,37.88,2.29,0.0,99.35
2008-10-16 22:00:00,25.86,41.42,2.12,0.0,99.32
2008-10-16 23:00:00,25.03,44.74,1.96,0.0,99.28
2008-10-17 00:00:00,24.25,48.01,1.8,0.0,99.25
2008-10-17 01:00:00,23.5,51.3,1.62,0.0,99.22
2008-10-17 02:00:00,22.84,54.28,1.51,0.0,99.2
2008-10-17 03:00:00,22.3,56.9,1.49,0.0,99.19
2008-10-17 04:00:00,21.8,59.41,1.48,0.0,99.22
2008-10-17 05:00:00,21.34,61.88,1.53,0.0,99.27
2008-10-17 06:00:00,21.01,63.89,1.65,0.07,99.35
2008-10-17 07:00:00,22.51,58.8,3.11,0.67,99.42
2008-10-17 08:00:00,24.83,51.31,2.88,1.46,99.48
2008-10-17 09:00:00,29.26,37.08,3.04,2.08,99.49
2008-10-17 10:00:00,32.13,29.16,2.59,2.6,99.46
2008-10-17 11:00:00,34.08,24.67,2.19,2.88,99.39
2008-10-17 12:00:00,35.33,21.95,2.07,2.99,99.27
2008-10-17 13:00:00,36.04,20.21,2.2,2.74,99.16
2008-10-17 14:00:00,36.07,19.42,2.47,2.19,99.08
2008-10-17 15:00:00,35.64,19.14,2.7,1.51,99.05
2008-10-17 16:00:00,34.7,19.71,2.76,0.76,99.04
2008-10-17 17:00:00,32.08,22.89,1.4,0.1,99.08
2008-10-17 18:00:00,29.34,27.48,1.29,0.0,99.14
2008-10-17 19:00:00,28.41,29.31,1.33,0.0,99.2
2008-10-17 20:00:00,27.56,30.98,1.36,0.0,99.24
2008-10-17 21:00:00,26.76,32.51,1.39,0.0,99.24
2008-10-17 22:00:00,26.04,33.83,1.39,0.0,99.24
2008-10-17 23:00:00,25.37,35.09,1.38,0.0,99.21
2008-10-18 00:00:00,24.77,36.2,1.36,0.0,99.17
2008-10-18 01:00:00,24.25,37.23,1.31,0.0,99.14
2008-10-18 02:00:00,23.87,37.98,1.26,0.0,99.13
2008-10-18 03:00:00,23.66,38.36,1.18,0.0,99.15
2008-10-18 04:00:00,23.49,38.66,1.1,0.0,99.18
2008-10-18 05:00:00,23.32,38.97,1.03,0.0,99.24
2008-10-18 06:00:00,23.1,39.46,0.99,0.07,99.31
2008-10-18 07:00:00,24.38,36.67,0.85,0.68,99.4
2008-10-18 08:00:00,26.87,31.44,1.28,1.47,99.47
2008-10-18 09:00:00,30.56,24.73,0.61,2.18,99.48
2008-10-18 10:00:00,34.06,18.37,0.87,2.7,99.45
2008-10-18 11:00:00,35.57,15.79,1.3,2.98,99.36
2008-10-18 12:00:00,36.55,14.14,1.64,3.05,99.25
2008-10-18 13:00:00,37.08,13.02,1.85,2.8,99.13
2008-10-18 14:00:00,37.17,12.4,1.88,2.29,99.06
2008-10-18 15:00:00,36.77,12.05,1.83,1.59,99.03
2008-10-18 16:00:00,35.86,12.27,1.71,0.78,99.04
2008-10-18 17:00:00,33.21,14.65,0.93,0.1,99.08
2008-10-18 18:00:00,31.5,16.18,0.96,0.0,99.14
2008-10-18 19:00:00,30.71,16.62,0.93,0.0,99.22
2008-10-18 20:00:00,29.91,17.25,0.95,0.0,99.27
2008-10-18 21:00:00,29.08,18.02,0.97,0.0,99.28
2008-10-18 22:00:00,28.17,19.0,1.03,0.0,99.27
2008-10-18 23:00:00,27.31,20.01,1.08,0.0,99.25
2008-10-19 00:00:00,26.57,20.94,1.1,0.0,99.23
2008-10-19 01:00:00,26.03,21.67,1.09,0.0,99.22
2008-10-19 02:00:00,25.41,22.53,1.09,0.0,99.22
2008-10-19 03:00:00,24.66,23.66,1.16,0.0,99.22
2008-10-19 04:00:00,23.86,24.93,1.23,0.0,99.23
2008-10-19 05:00:00,23.04,26.37,1.29,0.0,99.26
2008-10-19 06:00:00,22.28,27.87,1.35,0.07,99.32
2008-10-19 07:00:00,23.91,25.69,1.22,0.69,99.37
2008-10-19 08:00:00,27.52,20.84,2.61,1.49,99.42
2008-10-19 09:00:00,31.09,16.58,1.98,2.2,99.43
2008-10-19 10:00:00,35.33,11.73,1.08,2.71,99.39
2008-10-19 11:00:00,36.73,10.6,1.49,2.91,99.32
2008-10-19 12:00:00,37.45,9.96,1.81,2.92,99.22
2008-10-19 13:00:00,37.76,9.54,2.01,2.79,99.1
2008-10-19 14:00:00,37.53,9.51,2.03,2.3,99.02
2008-10-19 15:00:00,36.9,9.73,1.95,1.6,98.98
2008-10-19 16:00:00,35.81,10.36,1.74,0.8,98.97
2008-10-19 17:00:00,32.98,12.88,0.93,0.1,99.0
2008-10-19 18:00:00,31.09,14.62,1.0,0.0,99.05
2008-10-19 19:00:00,29.99,15.43,1.06,0.0,99.11
2008-10-19 20:00:00,28.85,16.36,1.15,0.0,99.15
2008-10-19 21:00:00,27.75,17.36,1.22,0.0,99.16
2008-10-19 22:00:00,26.67,18.36,1.27,0.0,99.14
2008-10-19 23:00:00,25.62,19.33,1.33,0.0,99.1
2008-10-20 00:00:00,24.63,20.24,1.36,0.0,99.07
2008-10-20 01:00:00,23.85,20.94,1.38,0.0,99.05
2008-10-20 02:00:00,23.22,21.52,1.38,0.0,99.02
2008-10-20 03:00:00,22.67,22.08,1.37,0.0,99.01
2008-10-20 04:00:00,22.1,22.8,1.39,0.0,99.04
2008-10-20 05:00:00,21.54,23.66,1.41,0.0,99.07
2008-10-20 06:00:00,21.07,24.62,1.46,0.07,99.13
2008-10-20 07:00:00,23.47,21.78,1.72,0.71,99.19
2008-10-20 08:00:00,26.92,17.93,3.25,1.51,99.25
2008-10-20 09:00:00,30.45,14.79,2.39,2.21,99.25
2008-10-20 10:00:00,34.44,12.39,1.84,2.73,99.21
2008-10-20 11:00:00,35.68,11.83,1.89,3.01,99.12
2008-10-20 12:00:00,36.42,11.37,1.8,3.01,99.0
2008-10-20 13:00:00,36.78,11.14,1.67,2.76,98.88
2008-10-20 14:00:00,36.85,11.01,1.56,2.26,98.81
2008-10-20 15:00:00,36.53,11.02,1.4,1.57,98.78
2008-10-20 16:00:00,35.76,11.39,1.2,0.76,98.78
2008-10-20 17:00:00,33.43,13.67,0.72,0.09,98.82
2008-10-20 18:00:00,31.96,14.79,0.79,0.0,98.87
2008-10-20 19:00:00,31.35,15.11,0.66,0.0,98.92
2008-10-20 20:00:00,30.65,15.62,0.6,0.0,98.95
2008-10-20 21:00:00,29.77,16.4,0.65,0.0,98.97
2008-10-20 22:00:00,28.89,17.21,0.7,0.0,98.98
2008-10-20 23:00:00,28.07,17.97,0.72,0.0,98.97
2008-10-21 00:00:00,27.43,18.61,0.69,0.0,98.97
2008-10-21 01:00:00,26.94,19.1,0.58,0.0,98.96
2008-10-21 02:00:00,26.5,19.56,0.5,0.0,98.96
2008-10-21 03:00:00,25.93,20.23,0.47,0.0,98.97
2008-10-21 04:00:00,25.41,20.87,0.52,0.0,98.99
2008-10-21 05:00:00,24.8,21.75,0.63,0.0,99.04
2008-10-21 06:00:00,24.17,22.66,0.69,0.06,99.11
2008-10-21 07:00:00,24.72,22.39,0.6,0.68,99.18
2008-10-21 08:00:00,26.91,19.55,0.7,1.48,99.24
2008-10-21 09:00:00,30.24,16.12,0.39,2.19,99.28
2008-10-21 10:00:00,34.77,12.43,0.99,2.71,99.27
2008-10-21 11:00:00,36.17,11.42,1.19,2.99,99.21
2008-10-21 12:00:00,36.87,10.96,1.18,3.01,99.11
2008-10-21 13:00:00,37.18,10.74,1.11,2.76,99.01
2008-10-21 14:00:00,37.13,10.73,1.21,2.26,98.94
2008-10-21 15:00:00,36.71,10.95,1.46,1.56,98.91
2008-10-21 16:00:00,35.81,11.43,1.64,0.76,98.92
2008-10-21 17:00:00,32.68,14.21,0.99,0.09,98.93
2008-10-21 18:00:00,30.4,16.47,1.18,0.0,98.98
2008-10-21 19:00:00,29.43,17.39,1.21,0.0,99.04
2008-10-21 20:00:00,28.55,18.34,1.23,0.0,99.09
2008-10-21 21:00:00,27.76,19.3,1.24,0.0,99.1
2008-10-21 22:00:00,27.17,20.02,1.2,0.0,99.1
2008-10-21 23:00:00,26.83,20.46,1.1,0.0,99.07
2008-10-22 00:00:00,26.66,20.62,0.94,0.0,99.06
2008-10-22 01:00:00,26.44,20.83,0.78,0.0,99.03
2008-10-22 02:00:00,26.08,21.33,0.62,0.0,99.02
2008-10-22 03:00:00,25.8,21.73,0.4,0.0,99.03
2008-10-22 04:00:00,25.36,22.41,0.16,0.0,99.06
2008-10-22 05:00:00,24.82,23.2,0.24,0.0,99.1
2008-10-22 06:00:00,24.32,24.03,0.38,0.06,99.17
2008-10-22 07:00:00,24.89,23.54,0.38,0.64,99.24
2008-10-22 08:00:00,27.1,20.49,0.47,1.43,99.29
2008-10-22 09:00:00,30.81,16.64,0.59,2.13,99.32
2008-10-22 10:00:00,34.71,13.62,1.43,2.65,99.3
2008-10-22 11:00:00,35.94,12.67,1.51,2.93,99.23
2008-10-22 12:00:00,36.66,12.01,1.49,2.99,99.13
2008-10-22 13:00:00,36.99,11.63,1.5,2.74,99.04
2008-10-22 14:00:00,36.93,11.59,1.51,2.24,98.97
2008-10-22 15:00:00,36.5,11.7,1.43,1.54,98.93
2008-10-22 16:00:00,35.6,12.16,1.31,0.74,98.92
2008-10-22 17:00:00,33.15,14.5,0.82,0.08,98.95
2008-10-22 18:00:00,31.5,16.12,0.9,0.0,99.0
2008-10-22 19:00:00,30.8,16.58,0.83,0.0,99.06
2008-10-22 20:00:00,30.07,17.14,0.79,0.0,99.11
2008-10-22 21:00:00,29.23,17.96,0.85,0.0,99.13
2008-10-22 22:00:00,28.35,18.9,0.95,0.0,99.14
2008-10-22 23:00:00,27.48,19.92,1.04,0.0,99.13
2008-10-23 00:00:00,26.65,20.96,1.1,0.0,99.12
2008-10-23 01:00:00,25.86,22.0,1.14,0.0,99.11
2008-10-23 02:00:00,25.27,22.83,1.13,0.0,99.09
2008-10-23 03:00:00,24.8,23.58,1.09,0.0,99.09
2008-10-23 04:00:00,24.31,24.34,1.07,0.0,99.1
2008-10-23 05:00:00,23.8,25.21,1.06,0.0,99.15
2008-10-23 06:00:00,23.34,26.05,1.05,0.06,99.2
2008-10-23 07:00:00,24.27,24.96,0.88,0.65,99.26
2008-10-23 08:00:00,27.28,20.8,1.73,1.44,99.31
2008-10-23 09:00:00,30.61,17.05,1.59,2.16,99.31
2008-10-23 10:00:00,35.02,12.2,0.87,2.68,99.26
2008-10-23 11:00:00,36.37,10.75,1.18,2.96,99.19
2008-10-23 12:00:00,37.17,9.85,1.28,2.95,99.1
2008-10-23 13:00:00,37.6,9.27,1.29,2.69,99.01
2008-10-23 14:00:00,37.62,9.04,1.28,2.19,98.94
2008-10-23 15:00:00,37.18,9.0,1.33,1.49,98.91
2008-10-23 16:00:00,36.2,9.37,1.26,0.7,98.93
2008-10-23 17:00:00,33.32,11.8,0.88,0.07,98.96
2008-10-23 18:00:00,31.61,12.83,1.04,0.0,99.02
2008-10-23 19:00:00,30.79,13.27,1.02,0.0,99.1
2008-10-23 20:00:00,30.19,13.59,0.94,0.0,99.14
2008-10-23 21:00:00,29.64,13.96,0.79,0.0,99.16
2008-10-23 22:00:00,29.15,14.32,0.66,0.0,99.16
2008-10-23 23:00:00,28.56,14.81,0.59,0.0,99.14
2008-10-24 00:00:00,27.88,15.41,0.6,0.0,99.12
2008-10-24 01:00:00,27.14,16.09,0.64,0.0,99.1
2008-10-24 02:00:00,26.56,16.64,0.64,0.0,99.08
2008-10-24 03:00:00,26.0,17.2,0.61,0.0,99.08
2008-10-24 04:00:00,25.48,17.69,0.61,0.0,99.09
2008-10-24 05:00:00,24.82,18.36,0.67,0.0,99.12
2008-10-24 06:00:00,24.16,19.05,0.82,0.05,99.17
2008-10-24 07:00:00,24.45,19.04,0.88,0.62,99.23
2008-10-24 08:00:00,27.15,16.11,1.63,1.4,99.28
2008-10-24 09:00:00,30.1,13.5,1.67,2.11,99.29
2008-10-24 10:00:00,34.7,10.12,1.51,2.63,99.26
2008-10-24 11:00:00,36.57,8.87,1.61,2.91,99.18
2008-10-24 12:00:00,37.32,8.23,1.76,2.99,99.08
2008-10-24 13:00:00,37.62,7.87,1.85,2.61,98.98
2008-10-24 14:00:00,37.43,7.72,1.86,2.22,98.9
2008-10-24 15:00:00,36.89,7.8,1.78,1.51,98.86
2008-10-24 16:00:00,35.82,8.22,1.43,0.71,98.85
2008-10-24 17:00:00,33.02,10.51,0.87,0.07,98.87
2008-10-24 18:00:00,31.75,10.89,0.89,0.0,98.91
2008-10-24 19:00:00,31.11,11.06,0.74,0.0,98.97
2008-10-24 20:00:00,30.46,11.41,0.58,0.0,99.01
2008-10-24 21:00:00,29.86,11.77,0.44,0.0,99.02
2008-10-24 22:00:00,29.11,12.29,0.32,0.0,99.02
2008-10-24 23:00:00,28.45,12.76,0.27,0.0,99.01
2008-10-25 00:00:00,27.79,13.31,0.24,0.0,99.0
2008-10-25 01:00:00,27.18,13.79,0.19,0.0,98.99
2008-10-25 02:00:00,26.63,14.28,0.25,0.0,98.97
2008-10-25 03:00:00,26.03,14.75,0.45,0.0,98.96
2008-10-25 04:00:00,25.25,15.5,0.64,0.0,98.96
2008-10-25 05:00:00,24.49,16.22,0.85,0.0,98.99
2008-10-25 06:00:00,23.59,17.24,1.02,0.05,99.04
2008-10-25 07:00:00,23.8,17.52,0.98,0.6,99.1
2008-10-25 08:00:00,26.63,14.67,1.66,1.37,99.14
2008-10-25 09:00:00,29.46,12.48,1.58,2.08,99.15
2008-10-25 10:00:00,34.07,9.55,1.12,2.61,99.12
2008-10-25 11:00:00,36.15,8.48,1.44,2.88,99.05
2008-10-25 12:00:00,36.94,7.96,1.7,2.96,98.95
2008-10-25 13:00:00,37.32,7.64,1.82,2.69,98.85
2008-10-25 14:00:00,37.36,7.5,1.89,2.17,98.77
2008-10-25 15:00:00,36.94,7.54,1.94,1.46,98.73
2008-10-25 16:00:00,35.84,8.01,1.6,0.66,98.73
2008-10-25 17:00:00,32.38,10.66,1.05,0.06,98.76
2008-10-25 18:00:00,30.51,11.49,1.22,0.0,98.8
2008-10-25 19:00:00,29.35,12.22,1.27,0.0,98.87
2008-10-25 20:00:00,28.04,13.23,1.35,0.0,98.91
2008-10-25 21:00:00,26.69,14.45,1.42,0.0,98.93
2008-10-25 22:00:00,25.42,15.73,1.46,0.0,98.94
2008-10-25 23:00:00,24.36,16.96,1.49,0.0,98.94
2008-10-26 00:00:00,23.51,18.07,1.5,0.0,98.94
2008-10-26 01:00:00,22.77,19.12,1.5,0.0,98.93
2008-10-26 02:00:00,22.21,20.02,1.47,0.0,98.9
2008-10-26 03:00:00,21.79,20.78,1.42,0.0,98.89
2008-10-26 04:00:00,21.49,21.35,1.32,0.0,98.89
2008-10-26 05:00:00,21.29,21.8,1.19,0.0,98.93
2008-10-26 06:00:00,21.2,22.13,1.03,0.05,98.98
2008-10-26 07:00:00,22.22,21.21,0.74,0.58,99.03
2008-10-26 08:00:00,24.87,18.09,1.21,1.34,99.09
2008-10-26 09:00:00,27.8,15.31,1.0,2.05,99.12
2008-10-26 10:00:00,32.68,11.03,0.93,2.58,99.09
2008-10-26 11:00:00,35.9,8.62,1.12,2.87,99.03
2008-10-26 12:00:00,36.88,7.86,1.26,2.99,98.93
2008-10-26 13:00:00,37.22,7.51,1.41,2.72,98.83
2008-10-26 14:00:00,37.06,7.49,1.69,2.21,98.76
2008-10-26 15:00:00,36.52,7.69,2.04,1.49,98.74
2008-10-26 16:00:00,35.37,8.28,2.11,0.67,98.76
2008-10-26 17:00:00,30.98,11.61,1.24,0.06,98.8
2008-10-26 18:00:00,28.08,14.11,1.54,0.0,98.86
2008-10-26 19:00:00,26.84,15.72,1.66,0.0,98.93
2008-10-26 20:00:00,25.89,17.34,1.69,0.0,98.98
2008-10-26 21:00:00,25.14,18.68,1.64,0.0,99.0
2008-10-26 22:00:00,24.52,19.79,1.59,0.0,98.98
2008-10-26 23:00:00,23.94,20.75,1.55,0.0,98.95
2008-10-27 00:00:00,23.38,21.62,1.5,0.0,98.93
2008-10-27 01:00:00,22.93,22.27,1.46,0.0,98.92
2008-10-27 02:00:00,22.63,22.68,1.41,0.0,98.91
2008-10-27 03:00:00,22.45,22.99,1.36,0.0,98.9
2008-10-27 04:00:00,22.33,23.16,1.27,0.0,98.91
2008-10-27 05:00:00,21.97,23.68,1.21,0.0,98.94
2008-10-27 06:00:00,21.58,24.26,1.13,0.04,98.99
2008-10-27 07:00:00,22.13,23.65,0.95,0.55,99.05
2008-10-27 08:00:00,24.84,19.95,1.96,1.29,99.11
2008-10-27 09:00:00,28.04,16.56,1.9,1.98,99.13
2008-10-27 10:00:00,32.45,12.44,2.05,2.5,99.11
2008-10-27 11:00:00,34.66,10.61,2.78,2.77,99.04
2008-10-27 12:00:00,35.7,9.93,3.27,2.94,98.94
2008-10-27 13:00:00,36.19,9.63,3.48,2.67,98.82
2008-10-27 14:00:00,36.2,9.56,3.35,2.16,98.74
2008-10-27 15:00:00,35.66,9.71,2.94,1.46,98.7
2008-10-27 16:00:00,34.49,10.24,2.02,0.66,98.7
