,T,RH,WS,Rs,P
2001-01-01 00:00:00,11.2,42.25,1.41,0.0,98.71
2001-01-01 01:00:00,10.53,44.28,1.2,0.0,98.67
2001-01-01 02:00:00,10.17,45.35,1.07,0.0,98.64
2001-01-01 03:00:00,10.13,45.6,0.9,0.0,98.64
2001-01-01 04:00:00,10.05,45.85,0.61,0.0,98.67
2001-01-01 05:00:00,9.43,50.76,0.77,0.0,98.7
2001-01-01 06:00:00,9.08,54.06,0.65,0.0,98.77
2001-01-01 07:00:00,9.47,55.5,0.64,0.24,98.85
2001-01-01 08:00:00,11.3,51.75,1.06,0.93,98.91
2001-01-01 09:00:00,14.42,48.94,1.76,1.55,98.96
2001-01-01 10:00:00,18.49,41.18,3.06,2.05,98.97
2001-01-01 11:00:00,20.73,35.43,3.62,2.36,98.91
2001-01-01 12:00:00,21.9,32.34,4.05,2.39,98.83
2001-01-01 13:00:00,22.44,30.81,4.35,2.2,98.74
2001-01-01 14:00:00,22.37,30.86,4.46,1.76,98.69
2001-01-01 15:00:00,21.64,32.51,4.43,1.13,98.68
2001-01-01 16:00:00,20.11,36.39,3.7,0.43,98.69
2001-01-01 17:00:00,16.44,47.02,1.95,0.02,98.73
2001-01-01 18:00:00,15.13,52.37,1.97,0.0,98.81
2001-01-01 19:00:00,14.29,56.3,1.93,0.0,98.89
2001-01-01 20:00:00,13.45,59.69,1.79,0.0,98.94
2001-01-01 21:00:00,12.66,62.45,1.63,0.0,98.98
2001-01-01 22:00:00,11.92,65.11,1.48,0.0,98.98
2001-01-01 23:00:00,11.24,67.74,1.35,0.0,98.97
2001-01-02 00:00:00,10.64,70.38,1.23,0.0,98.97
2001-01-02 01:00:00,10.13,73.2,1.15,0.0,98.96
2001-01-02 02:00:00,9.67,76.55,1.11,0.0,98.97
2001-01-02 03:00:00,9.2,80.51,1.11,0.0,98.98
2001-01-02 04:00:00,8.75,84.99,1.11,0.0,99.02
2001-01-02 05:00:00,8.35,89.52,1.1,0.0,99.07
2001-01-02 06:00:00,7.99,93.42,1.09,0.0,99.13
2001-01-02 07:00:00,9.43,85.74,1.25,0.21,99.2
2001-01-02 08:00:00,12.37,70.67,1.92,0.85,99.27
2001-01-02 09:00:00,16.55,51.1,1.82,1.48,99.34
2001-01-02 10:00:00,19.56,39.09,2.21,1.99,99.34
2001-01-02 11:00:00,21.08,34.61,1.94,2.28,99.27
2001-01-02 12:00:00,22.17,31.34,1.68,2.42,99.18
2001-01-02 13:00:00,22.8,29.05,1.54,2.21,99.09
2001-01-02 14:00:00,22.93,27.85,1.65,1.77,99.04
2001-01-02 15:00:00,22.43,27.88,1.87,1.14,99.01
2001-01-02 16:00:00,20.7,30.48,1.32,0.44,99.02
2001-01-02 17:00:00,16.83,38.67,1.16,0.02,99.06
2001-01-02 18:00:00,15.38,42.09,1.26,0.0,99.12
2001-01-02 19:00:00,14.44,44.26,1.34,0.0,99.18
2001-01-02 20:00:00,13.64,46.03,1.4,0.0,99.21
2001-01-02 21:00:00,12.91,47.65,1.45,0.0,99.23
2001-01-02 22:00:00,12.17,49.35,1.47,0.0,99.24
2001-01-02 23:00:00,11.45,50.8,1.46,0.0,99.22
2001-01-03 00:00:00,10.76,52.68,1.47,0.0,99.19
2001-01-03 01:00:00,10.12,54.98,1.47,0.0,99.18
2001-01-03 02:00:00,9.55,58.04,1.48,0.0,99.16
2001-01-03 03:00:00,9.04,61.71,1.5,0.0,99.14
2001-01-03 04:00:00,8.59,66.18,1.49,0.0,99.15
2001-01-03 05:00:00,8.19,70.53,1.45,0.0,99.22
2001-01-03 06:00:00,7.86,73.98,1.39,0.0,99.3
2001-01-03 07:00:00,9.43,67.26,1.61,0.21,99.4
2001-01-03 08:00:00,12.71,54.13,2.54,0.88,99.48
2001-01-03 09:00:00,16.66,42.05,2.0,1.53,99.53
2001-01-03 10:00:00,21.13,30.08,2.34,2.05,99.51
2001-01-03 11:00:00,22.86,25.79,2.24,2.35,99.42
2001-01-03 12:00:00,23.96,23.15,2.2,2.51,99.3
2001-01-03 13:00:00,24.6,21.38,2.16,2.3,99.2
2001-01-03 14:00:00,24.69,20.64,2.26,1.86,99.13
2001-01-03 15:00:00,24.08,21.03,2.48,1.22,99.1
2001-01-03 16:00:00,21.8,24.03,1.57,0.49,99.11
2001-01-03 17:00:00,17.11,32.49,1.32,0.02,99.12
2001-01-03 18:00:00,15.68,35.88,1.51,0.0,99.17
2001-01-03 19:00:00,14.85,38.34,1.72,0.0,99.23
2001-01-03 20:00:00,14.09,40.78,1.91,0.0,99.27
2001-01-03 21:00:00,13.33,43.37,2.06,0.0,99.28
2001-01-03 22:00:00,12.54,46.33,2.13,0.0,99.28
2001-01-03 23:00:00,11.76,49.45,2.1,0.0,99.26
2001-01-04 00:00:00,11.0,52.6,2.01,0.0,99.24
2001-01-04 01:00:00,10.26,56.01,1.87,0.0,99.22
2001-01-04 02:00:00,9.56,59.49,1.71,0.0,99.21
2001-01-04 03:00:00,8.95,62.82,1.6,0.0,99.21
2001-01-04 04:00:00,8.44,65.9,1.54,0.0,99.23
2001-01-04 05:00:00,8.01,68.62,1.51,0.0,99.27
2001-01-04 06:00:00,7.61,71.17,1.49,0.0,99.33
2001-01-04 07:00:00,9.26,64.23,1.73,0.21,99.42
2001-01-04 08:00:00,12.78,51.08,2.79,0.88,99.49
2001-01-04 09:00:00,16.81,38.82,2.27,1.54,99.52
2001-01-04 10:00:00,20.65,26.99,2.92,2.07,99.49
2001-01-04 11:00:00,22.56,21.15,3.12,2.39,99.41
2001-01-04 12:00:00,23.88,17.68,3.1,2.57,99.31
2001-01-04 13:00:00,24.63,15.66,2.94,2.36,99.23
2001-01-04 14:00:00,24.73,14.7,2.82,1.92,99.2
2001-01-04 15:00:00,24.05,14.67,2.98,1.28,99.15
2001-01-04 16:00:00,21.43,16.88,1.74,0.53,99.16
2001-01-04 17:00:00,16.4,22.95,1.46,0.02,99.2
2001-01-04 18:00:00,14.95,25.2,1.67,0.0,99.26
2001-01-04 19:00:00,14.11,26.92,1.89,0.0,99.3
2001-01-04 20:00:00,13.25,29.0,2.02,0.0,99.33
2001-01-04 21:00:00,12.39,31.57,2.09,0.0,99.34
2001-01-04 22:00:00,11.54,34.56,2.12,0.0,99.34
2001-01-04 23:00:00,10.78,37.81,2.15,0.0,99.32
2001-01-05 00:00:00,10.04,41.01,2.13,0.0,99.3
2001-01-05 01:00:00,9.33,44.23,2.07,0.0,99.28
2001-01-05 02:00:00,8.62,47.25,1.97,0.0,99.27
2001-01-05 03:00:00,8.02,49.8,1.93,0.0,99.27
2001-01-05 04:00:00,7.5,52.22,1.91,0.0,99.27
2001-01-05 05:00:00,7.08,54.06,1.96,0.0,99.28
2001-01-05 06:00:00,6.72,55.92,2.02,0.0,99.32
2001-01-05 07:00:00,8.37,50.41,2.73,0.24,99.36
2001-01-05 08:00:00,11.53,41.05,3.1,0.97,99.43
2001-01-05 09:00:00,15.76,31.09,2.51,1.66,99.47
2001-01-05 10:00:00,20.76,20.56,2.77,2.19,99.44
2001-01-05 11:00:00,22.89,16.33,2.34,2.49,99.34
2001-01-05 12:00:00,24.28,13.64,2.26,2.58,99.22
2001-01-05 13:00:00,25.14,11.89,2.35,2.36,99.09
2001-01-05 14:00:00,25.34,11.01,2.42,1.91,99.0
2001-01-05 15:00:00,24.81,10.85,2.38,1.26,98.96
2001-01-05 16:00:00,21.8,13.13,1.16,0.52,98.96
2001-01-05 17:00:00,17.31,17.29,1.4,0.02,99.0
2001-01-05 18:00:00,15.39,19.64,1.52,0.0,99.05
2001-01-05 19:00:00,14.2,21.32,1.63,0.0,99.11
2001-01-05 20:00:00,13.27,22.96,1.73,0.0,99.13
2001-01-05 21:00:00,12.41,24.85,1.81,0.0,99.15
2001-01-05 22:00:00,11.55,26.88,1.81,0.0,99.13
2001-01-05 23:00:00,10.68,29.21,1.74,0.0,99.11
2001-01-06 00:00:00,9.89,31.44,1.64,0.0,99.08
2001-01-06 01:00:00,9.17,33.41,1.56,0.0,99.09
2001-01-06 02:00:00,8.64,35.04,1.56,0.0,99.05
2001-01-06 03:00:00,8.18,36.43,1.56,0.0,99.01
2001-01-06 04:00:00,7.78,37.88,1.57,0.0,98.99
2001-01-06 05:00:00,7.31,39.44,1.55,0.0,99.02
2001-01-06 06:00:00,6.93,41.0,1.44,0.0,99.12
2001-01-06 07:00:00,8.65,36.77,1.42,0.22,99.19
2001-01-06 08:00:00,13.04,27.57,2.61,0.91,99.24
2001-01-06 09:00:00,16.82,21.37,2.1,1.6,99.26
2001-01-06 10:00:00,21.76,14.24,1.12,2.16,99.21
2001-01-06 11:00:00,24.39,11.3,1.65,2.46,99.11
2001-01-06 12:00:00,25.43,10.46,2.68,2.57,98.99
2001-01-06 13:00:00,25.72,10.42,3.55,2.36,98.9
2001-01-06 14:00:00,25.43,10.88,3.68,1.92,98.85
2001-01-06 15:00:00,24.6,11.74,3.26,1.28,98.83
2001-01-06 16:00:00,21.82,14.25,1.6,0.53,98.86
2001-01-06 17:00:00,17.27,18.84,1.37,0.03,98.9
2001-01-06 18:00:00,15.9,20.31,1.43,0.0,98.96
2001-01-06 19:00:00,14.82,21.31,1.44,0.0,99.01
2001-01-06 20:00:00,13.85,22.09,1.44,0.0,99.04
2001-01-06 21:00:00,13.07,22.51,1.44,0.0,99.05
2001-01-06 22:00:00,12.15,23.12,1.47,0.0,99.04
2001-01-06 23:00:00,11.42,23.79,1.47,0.0,99.01
2001-01-07 00:00:00,10.88,24.53,1.45,0.0,98.99
2001-01-07 01:00:00,10.41,25.3,1.43,0.0,98.95
2001-01-07 02:00:00,9.68,26.83,1.42,0.0,98.94
2001-01-07 03:00:00,8.8,28.88,1.4,0.0,98.92
2001-01-07 04:00:00,8.08,30.77,1.38,0.0,98.93
2001-01-07 05:00:00,7.39,32.57,1.35,0.0,98.96
2001-01-07 06:00:00,6.78,34.31,1.34,0.0,99.02
2001-01-07 07:00:00,8.19,31.32,1.18,0.23,99.08
2001-01-07 08:00:00,12.48,23.63,2.14,0.95,99.13
2001-01-07 09:00:00,16.13,18.58,1.7,1.63,99.17
2001-01-07 10:00:00,21.04,13.21,2.3,2.15,99.13
2001-01-07 11:00:00,22.88,11.29,2.06,2.45,99.06
2001-01-07 12:00:00,23.84,10.21,1.84,2.48,98.94
2001-01-07 13:00:00,24.35,9.63,1.78,2.28,98.83
2001-01-07 14:00:00,24.32,9.59,1.97,1.83,98.78
2001-01-07 15:00:00,23.64,10.1,2.16,1.2,98.76
2001-01-07 16:00:00,20.75,12.62,1.17,0.48,98.75
2001-01-07 17:00:00,16.06,17.28,1.38,0.02,98.76
2001-01-07 18:00:00,14.41,19.71,1.58,0.0,98.83
2001-01-07 19:00:00,13.59,21.62,1.89,0.0,98.91
2001-01-07 20:00:00,12.98,23.47,2.27,0.0,98.98
2001-01-07 21:00:00,12.34,25.82,2.55,0.0,99.02
2001-01-07 22:00:00,11.54,28.74,2.55,0.0,99.03
2001-01-07 23:00:00,10.71,31.59,2.43,0.0,99.02
2001-01-08 00:00:00,9.99,34.04,2.31,0.0,98.99
2001-01-08 01:00:00,9.3,36.19,2.14,0.0,98.95
2001-01-08 02:00:00,8.61,37.91,1.94,0.0,98.92
2001-01-08 03:00:00,7.97,39.58,1.82,0.0,98.9
2001-01-08 04:00:00,7.39,40.88,1.69,0.0,98.91
2001-01-08 05:00:00,6.91,42.1,1.6,0.0,98.96
2001-01-08 06:00:00,6.56,43.32,1.54,0.0,99.02
2001-01-08 07:00:00,8.41,38.2,1.78,0.18,99.08
2001-01-08 08:00:00,12.01,30.15,2.62,0.81,99.15
2001-01-08 09:00:00,15.65,23.99,1.64,1.44,99.2
2001-01-08 10:00:00,19.92,19.29,2.9,1.97,99.19
2001-01-08 11:00:00,21.71,17.5,2.97,2.28,99.1
2001-01-08 12:00:00,22.75,16.3,2.76,2.51,99.01
2001-01-08 13:00:00,23.26,15.4,2.61,2.23,98.9
2001-01-08 14:00:00,23.27,15.05,2.55,1.84,98.84
2001-01-08 15:00:00,22.65,15.45,2.48,1.21,98.82
2001-01-08 16:00:00,20.19,18.03,1.33,0.49,98.85
2001-01-08 17:00:00,15.74,24.14,1.31,0.03,98.93
2001-01-08 18:00:00,14.17,27.23,1.44,0.0,99.02
2001-01-08 19:00:00,13.18,29.69,1.56,0.0,99.1
2001-01-08 20:00:00,12.32,32.09,1.7,0.0,99.14
2001-01-08 21:00:00,11.52,34.55,1.83,0.0,99.17
2001-01-08 22:00:00,10.76,37.19,1.94,0.0,99.17
2001-01-08 23:00:00,10.03,39.69,2.01,0.0,99.15
2001-01-09 00:00:00,9.33,42.13,2.03,0.0,99.13
2001-01-09 01:00:00,8.66,44.5,2.0,0.0,99.11
2001-01-09 02:00:00,8.02,46.76,1.95,0.0,99.1
2001-01-09 03:00:00,7.44,48.65,1.9,0.0,99.09
2001-01-09 04:00:00,6.9,50.65,1.84,0.0,99.1
2001-01-09 05:00:00,6.49,52.28,1.83,0.0,99.14
2001-01-09 06:00:00,6.22,53.3,1.89,0.0,99.2
2001-01-09 07:00:00,8.14,46.9,2.58,0.2,99.25
2001-01-09 08:00:00,11.53,37.5,3.24,0.86,99.32
2001-01-09 09:00:00,15.53,28.82,2.33,1.53,99.38
2001-01-09 10:00:00,20.25,19.87,2.64,2.07,99.37
2001-01-09 11:00:00,22.12,15.91,2.16,2.38,99.3
2001-01-09 12:00:00,23.25,13.34,1.75,2.47,99.2
2001-01-09 13:00:00,23.78,11.77,1.53,2.27,99.1
2001-01-09 14:00:00,23.79,11.0,1.6,1.82,99.03
2001-01-09 15:00:00,23.16,10.98,1.77,1.19,99.01
2001-01-09 16:00:00,20.32,13.26,1.02,0.49,99.02
2001-01-09 17:00:00,16.18,16.77,1.37,0.03,99.06
2001-01-09 18:00:00,14.3,18.75,1.47,0.0,99.13
2001-01-09 19:00:00,13.1,20.18,1.53,0.0,99.21
2001-01-09 20:00:00,12.1,21.44,1.58,0.0,99.23
2001-01-09 21:00:00,11.2,22.76,1.63,0.0,99.25
2001-01-09 22:00:00,10.33,24.12,1.67,0.0,99.25
2001-01-09 23:00:00,9.52,25.86,1.69,0.0,99.23
2001-01-10 00:00:00,8.77,27.76,1.73,0.0,99.22
2001-01-10 01:00:00,8.09,29.95,1.76,0.0,99.21
2001-01-10 02:00:00,7.51,31.92,1.82,0.0,99.17
2001-01-10 03:00:00,7.01,33.66,1.85,0.0,99.15
2001-01-10 04:00:00,6.55,35.07,1.84,0.0,99.16
2001-01-10 05:00:00,6.17,36.01,1.83,0.0,99.19
2001-01-10 06:00:00,5.87,36.62,1.84,0.0,99.25
2001-01-10 07:00:00,7.74,32.07,2.12,0.21,99.32
2001-01-10 08:00:00,11.77,24.48,3.46,0.9,99.39
2001-01-10 09:00:00,15.31,19.54,2.57,1.59,99.43
2001-01-10 10:00:00,20.62,12.81,2.46,2.15,99.41
2001-01-10 11:00:00,22.67,10.19,1.69,2.47,99.32
2001-01-10 12:00:00,23.66,8.71,1.2,2.61,99.2
2001-01-10 13:00:00,24.15,7.82,1.0,2.41,99.07
2001-01-10 14:00:00,24.1,7.41,1.16,1.97,98.96
2001-01-10 15:00:00,23.43,7.43,1.52,1.32,98.9
2001-01-10 16:00:00,20.18,9.6,1.01,0.57,98.89
2001-01-10 17:00:00,15.42,12.69,1.44,0.03,98.92
2001-01-10 18:00:00,13.59,14.2,1.61,0.0,98.98
2001-01-10 19:00:00,12.54,15.21,1.74,0.0,99.05
2001-01-10 20:00:00,11.61,16.18,1.85,0.0,99.1
2001-01-10 21:00:00,10.69,17.33,1.88,0.0,99.11
2001-01-10 22:00:00,9.83,18.48,1.9,0.0,99.1
2001-01-10 23:00:00,9.05,19.61,1.9,0.0,99.05
2001-01-11 00:00:00,8.35,20.55,1.86,0.0,99.0
2001-01-11 01:00:00,7.7,21.62,1.8,0.0,98.96
2001-01-11 02:00:00,7.12,22.8,1.78,0.0,98.92
2001-01-11 03:00:00,6.64,23.88,1.8,0.0,98.89
2001-01-11 04:00:00,6.21,25.27,1.83,0.0,98.88
2001-01-11 05:00:00,5.87,26.39,1.9,0.0,98.9
2001-01-11 06:00:00,5.56,27.33,1.95,0.0,98.96
2001-01-11 07:00:00,7.57,24.27,2.5,0.21,99.02
2001-01-11 08:00:00,11.3,19.13,3.4,0.9,99.07
2001-01-11 09:00:00,15.19,14.93,2.41,1.59,99.09
2001-01-11 10:00:00,21.02,9.71,2.19,2.17,99.05
2001-01-11 11:00:00,24.26,7.7,1.03,2.47,98.96
2001-01-11 12:00:00,25.66,7.27,0.08,2.53,98.85
2001-01-11 13:00:00,26.4,6.91,0.72,2.32,98.74
2001-01-11 14:00:00,26.44,6.7,1.21,1.88,98.65
2001-01-11 15:00:00,25.73,6.79,1.59,1.24,98.62
2001-01-11 16:00:00,22.41,8.64,1.06,0.52,98.61
2001-01-11 17:00:00,17.98,10.68,1.4,0.03,98.63
2001-01-11 18:00:00,16.23,11.42,1.49,0.0,98.68
2001-01-11 19:00:00,15.14,11.98,1.48,0.0,98.73
2001-01-11 20:00:00,14.26,12.68,1.48,0.0,98.77
2001-01-11 21:00:00,13.71,13.25,1.44,0.0,98.8
2001-01-11 22:00:00,13.12,14.29,1.4,0.0,98.77
2001-01-11 23:00:00,12.76,15.38,1.36,0.0,98.74
2001-01-12 00:00:00,12.51,16.5,1.31,0.0,98.72
2001-01-12 01:00:00,12.35,17.67,1.22,0.0,98.69
2001-01-12 02:00:00,12.23,18.58,1.11,0.0,98.68
2001-01-12 03:00:00,11.95,19.49,1.03,0.0,98.66
2001-01-12 04:00:00,11.5,20.78,0.92,0.0,98.67
2001-01-12 05:00:00,11.43,21.47,0.88,0.0,98.72
2001-01-12 06:00:00,11.25,22.34,0.85,0.0,98.78
2001-01-12 07:00:00,12.19,21.23,0.66,0.2,98.85
2001-01-12 08:00:00,15.03,17.75,0.79,0.88,98.92
2001-01-12 09:00:00,18.36,13.92,0.18,1.58,98.99
2001-01-12 10:00:00,23.46,8.14,2.04,2.14,99.01
2001-01-12 11:00:00,25.34,7.47,2.67,2.47,98.97
2001-01-12 12:00:00,26.27,7.85,3.0,2.59,98.9
2001-01-12 13:00:00,26.64,8.63,3.27,2.39,98.84
2001-01-12 14:00:00,26.5,9.48,3.42,1.96,98.79
2001-01-12 15:00:00,25.76,10.33,3.32,1.33,98.79
2001-01-12 16:00:00,22.89,12.39,1.73,0.58,98.83
2001-01-12 17:00:00,17.68,16.71,1.45,0.04,98.89
2001-01-12 18:00:00,16.05,17.94,1.55,0.0,98.97
2001-01-12 19:00:00,14.97,18.5,1.63,0.0,99.05
2001-01-12 20:00:00,13.99,18.62,1.71,0.0,99.11
2001-01-12 21:00:00,13.11,18.47,1.79,0.0,99.14
2001-01-12 22:00:00,12.29,18.26,1.84,0.0,99.15
2001-01-12 23:00:00,11.5,18.18,1.84,0.0,99.14
2001-01-13 00:00:00,10.72,18.53,1.81,0.0,99.13
2001-01-13 01:00:00,9.99,19.2,1.76,0.0,99.12
2001-01-13 02:00:00,9.31,20.23,1.71,0.0,99.1
2001-01-13 03:00:00,8.72,21.47,1.65,0.0,99.08
2001-01-13 04:00:00,8.24,22.91,1.59,0.0,99.09
2001-01-13 05:00:00,7.85,24.73,1.54,0.0,99.13
2001-01-13 06:00:00,7.53,26.67,1.51,0.0,99.18
2001-01-13 07:00:00,9.58,24.42,1.54,0.23,99.24
2001-01-13 08:00:00,13.97,18.98,2.83,0.95,99.3
2001-01-13 09:00:00,17.65,15.32,2.04,1.65,99.34
2001-01-13 10:00:00,22.58,10.42,2.72,2.19,99.32
2001-01-13 11:00:00,24.66,9.49,3.05,2.51,99.24
2001-01-13 12:00:00,25.7,9.3,2.88,2.59,99.14
2001-01-13 13:00:00,26.23,9.28,2.72,2.39,99.04
2001-01-13 14:00:00,26.21,9.43,2.65,1.95,98.98
2001-01-13 15:00:00,25.54,9.85,2.54,1.31,98.95
2001-01-13 16:00:00,22.35,12.17,1.27,0.57,98.96
2001-01-13 17:00:00,17.43,16.28,1.44,0.04,98.98
2001-01-13 18:00:00,15.72,17.89,1.59,0.0,99.04
2001-01-13 19:00:00,14.7,18.93,1.73,0.0,99.11
2001-01-13 20:00:00,13.8,19.98,1.87,0.0,99.17
2001-01-13 21:00:00,12.98,20.98,2.01,0.0,99.21
2001-01-13 22:00:00,12.18,22.33,2.1,0.0,99.21
2001-01-13 23:00:00,11.38,24.01,2.13,0.0,99.19
2001-01-14 00:00:00,10.58,25.81,2.11,0.0,99.17
2001-01-14 01:00:00,9.81,27.56,2.04,0.0,99.14
2001-01-14 02:00:00,9.11,29.3,1.96,0.0,99.1
2001-01-14 03:00:00,8.52,30.77,1.88,0.0,99.07
2001-01-14 04:00:00,8.04,32.08,1.83,0.0,99.07
2001-01-14 05:00:00,7.63,33.0,1.78,0.0,99.1
2001-01-14 06:00:00,7.26,33.86,1.75,0.0,99.16
2001-01-14 07:00:00,9.32,29.6,2.03,0.22,99.22
2001-01-14 08:00:00,13.25,22.82,3.06,0.94,99.29
2001-01-14 09:00:00,17.01,18.01,2.02,1.64,99.34
2001-01-14 10:00:00,22.55,12.65,2.29,2.2,99.31
2001-01-14 11:00:00,24.73,10.88,2.2,2.52,99.22
2001-01-14 12:00:00,25.92,9.84,2.18,2.67,99.08
2001-01-14 13:00:00,26.49,9.13,2.18,2.47,98.97
2001-01-14 14:00:00,26.53,8.74,2.19,2.03,98.88
2001-01-14 15:00:00,25.91,8.82,2.19,1.38,98.85
2001-01-14 16:00:00,22.6,11.05,1.15,0.62,98.85
2001-01-14 17:00:00,17.8,14.64,1.45,0.04,98.86
2001-01-14 18:00:00,15.94,16.48,1.6,0.0,98.91
2001-01-14 19:00:00,14.9,17.63,1.74,0.0,98.97
2001-01-14 20:00:00,13.99,18.9,1.85,0.0,99.01
2001-01-14 21:00:00,13.06,20.41,1.88,0.0,99.03
2001-01-14 22:00:00,12.14,22.01,1.87,0.0,99.02
2001-01-14 23:00:00,11.26,23.56,1.83,0.0,98.99
2001-01-15 00:00:00,10.51,24.75,1.79,0.0,98.95
2001-01-15 01:00:00,9.9,25.65,1.78,0.0,98.92
2001-01-15 02:00:00,9.35,26.47,1.77,0.0,98.88
2001-01-15 03:00:00,8.87,27.33,1.79,0.0,98.85
2001-01-15 04:00:00,8.42,28.18,1.82,0.0,98.85
2001-01-15 05:00:00,8.0,29.01,1.84,0.0,98.9
2001-01-15 06:00:00,7.59,30.01,1.84,0.0,98.98
2001-01-15 07:00:00,9.63,26.29,2.18,0.22,99.06
2001-01-15 08:00:00,13.54,20.52,3.31,0.91,99.14
2001-01-15 09:00:00,17.31,16.44,2.61,1.62,99.21
2001-01-15 10:00:00,22.67,11.62,2.77,2.18,99.21
2001-01-15 11:00:00,26.06,9.15,2.44,2.53,99.14
2001-01-15 12:00:00,27.3,8.45,2.08,2.59,99.04
2001-01-15 13:00:00,27.81,8.15,1.99,2.4,98.96
2001-01-15 14:00:00,27.68,8.13,2.27,1.96,98.89
2001-01-15 15:00:00,26.82,8.41,2.63,1.32,98.85
2001-01-15 16:00:00,23.51,10.3,1.58,0.58,98.87
2001-01-15 17:00:00,18.21,13.97,1.72,0.04,98.92
2001-01-15 18:00:00,16.79,15.05,2.05,0.0,99.01
2001-01-15 19:00:00,15.96,15.96,2.29,0.0,99.08
2001-01-15 20:00:00,15.05,17.12,2.43,0.0,99.13
2001-01-15 21:00:00,14.13,18.56,2.52,0.0,99.16
2001-01-15 22:00:00,13.22,20.12,2.54,0.0,99.18
2001-01-15 23:00:00,12.29,21.83,2.47,0.0,99.17
2001-01-16 00:00:00,11.45,23.42,2.39,0.0,99.17
2001-01-16 01:00:00,10.73,24.69,2.39,0.0,99.15
2001-01-16 02:00:00,10.12,26.23,2.43,0.0,99.13
2001-01-16 03:00:00,9.5,28.01,2.47,0.0,99.12
2001-01-16 04:00:00,8.8,30.07,2.4,0.0,99.13
2001-01-16 05:00:00,8.15,32.03,2.33,0.0,99.21
2001-01-16 06:00:00,7.82,33.39,2.51,0.0,99.29
2001-01-16 07:00:00,9.56,30.09,3.73,0.21,99.34
2001-01-16 08:00:00,12.49,24.89,3.82,0.91,99.39
2001-01-16 09:00:00,16.83,18.81,3.15,1.62,99.43
2001-01-16 10:00:00,22.55,12.25,4.43,2.22,99.42
2001-01-16 11:00:00,25.16,9.92,4.19,2.54,99.33
2001-01-16 12:00:00,26.41,9.11,3.52,2.61,99.23
2001-01-16 13:00:00,27.07,8.84,2.91,2.42,99.12
2001-01-16 14:00:00,27.07,8.79,2.57,1.98,99.05
2001-01-16 15:00:00,26.36,9.02,2.43,1.35,99.0
2001-01-16 16:00:00,23.02,11.07,1.23,0.6,98.99
2001-01-16 17:00:00,17.91,14.33,1.49,0.05,99.03
2001-01-16 18:00:00,16.17,14.89,1.76,0.0,99.1
2001-01-16 19:00:00,15.33,14.81,2.06,0.0,99.17
2001-01-16 20:00:00,14.52,15.03,2.3,0.0,99.22
2001-01-16 21:00:00,13.61,15.64,2.43,0.0,99.23
2001-01-16 22:00:00,12.72,16.79,2.51,0.0,99.22
2001-01-16 23:00:00,11.9,18.06,2.54,0.0,99.19
2001-01-17 00:00:00,11.08,19.43,2.49,0.0,99.17
2001-01-17 01:00:00,10.31,20.57,2.45,0.0,99.16
2001-01-17 02:00:00,9.62,21.28,2.45,0.0,99.15
2001-01-17 03:00:00,8.98,21.39,2.49,0.0,99.16
2001-01-17 04:00:00,8.39,21.54,2.53,0.0,99.18
2001-01-17 05:00:00,7.83,22.24,2.5,0.0,99.24
2001-01-17 06:00:00,7.29,23.72,2.44,0.0,99.33
2001-01-17 07:00:00,9.09,21.56,3.46,0.21,99.4
2001-01-17 08:00:00,12.28,17.88,3.81,0.91,99.45
2001-01-17 09:00:00,16.77,13.72,3.37,1.62,99.47
2001-01-17 10:00:00,22.91,10.0,4.28,2.22,99.43
2001-01-17 11:00:00,25.7,9.75,3.48,2.55,99.32
2001-01-17 12:00:00,27.18,9.67,2.62,2.65,99.19
2001-01-17 13:00:00,28.01,9.83,1.86,2.45,99.07
2001-01-17 14:00:00,28.21,10.33,1.33,2.01,98.98
2001-01-17 15:00:00,27.7,11.11,1.45,1.37,98.93
2001-01-17 16:00:00,24.33,13.97,1.02,0.62,98.93
2001-01-17 17:00:00,19.35,18.03,1.5,0.05,98.95
2001-01-17 18:00:00,17.83,18.67,1.82,0.0,99.01
2001-01-17 19:00:00,17.09,18.61,2.13,0.0,99.09
2001-01-17 20:00:00,16.28,19.08,2.3,0.0,99.14
2001-01-17 21:00:00,15.27,20.45,2.32,0.0,99.16
2001-01-17 22:00:00,14.24,21.96,2.23,0.0,99.15
2001-01-17 23:00:00,13.26,22.87,2.11,0.0,99.12
2001-01-18 00:00:00,12.38,23.34,1.96,0.0,99.1
2001-01-18 01:00:00,11.59,23.31,1.87,0.0,99.09
2001-01-18 02:00:00,10.89,23.31,1.85,0.0,99.06
2001-01-18 03:00:00,10.28,23.39,1.87,0.0,99.04
2001-01-18 04:00:00,9.73,23.74,1.87,0.0,99.04
2001-01-18 05:00:00,9.23,24.29,1.79,0.0,99.1
2001-01-18 06:00:00,8.81,24.87,1.71,0.0,99.17
2001-01-18 07:00:00,10.81,21.76,2.25,0.22,99.26
2001-01-18 08:00:00,14.4,17.4,3.09,0.9,99.32
2001-01-18 09:00:00,18.5,14.08,2.5,1.6,99.36
2001-01-18 10:00:00,23.39,12.46,2.3,2.16,99.31
2001-01-18 11:00:00,27.27,12.87,1.21,2.48,99.19
2001-01-18 12:00:00,28.74,12.28,0.23,2.56,99.05
2001-01-18 13:00:00,29.34,11.69,0.38,2.36,98.93
2001-01-18 14:00:00,29.32,11.46,0.74,1.93,98.84
