date and time,T,RH,WS,Rs,P
2001-01-01 00:00:00,12.02,43.44,2.48,0.0,98.82
2001-01-01 01:00:00,11.26,51.22,2.49,0.0,98.79
2001-01-01 02:00:00,10.55,61.74,2.43,0.0,98.75
2001-01-01 03:00:00,9.95,72.77,2.33,0.0,98.75
2001-01-01 04:00:00,9.46,82.93,2.23,0.0,98.76
2001-01-01 05:00:00,9.32,95.03,2.36,0.0,98.8
2001-01-01 06:00:00,9.02,99.25,2.34,0.0,98.88
2001-01-01 07:00:00,9.66,95.93,2.92,0.21,98.97
2001-01-01 08:00:00,11.73,83.73,3.5,0.94,99.03
2001-01-01 09:00:00,14.99,64.95,3.22,1.63,99.08
2001-01-01 10:00:00,18.77,40.82,3.69,2.17,99.11
2001-01-01 11:00:00,20.99,30.46,4.11,2.5,99.06
2001-01-01 12:00:00,22.15,26.27,4.43,2.48,98.97
2001-01-01 13:00:00,22.69,24.26,4.56,2.3,98.89
2001-01-01 14:00:00,22.69,23.78,4.5,1.88,98.83
2001-01-01 15:00:00,22.11,24.63,4.27,1.26,98.81
2001-01-01 16:00:00,20.83,27.02,3.41,0.55,98.8
2001-01-01 17:00:00,17.02,35.28,1.57,0.04,98.84
2001-01-01 18:00:00,15.49,39.82,1.58,0.0,98.92
2001-01-01 19:00:00,14.63,42.79,1.6,0.0,99.0
2001-01-01 20:00:00,13.88,45.44,1.58,0.0,99.05
2001-01-01 21:00:00,13.24,47.38,1.53,0.0,99.06
2001-01-01 22:00:00,12.71,48.83,1.45,0.0,99.05
2001-01-01 23:00:00,12.33,49.72,1.35,0.0,99.03
2001-01-02 00:00:00,12.16,49.83,1.26,0.0,99.02
2001-01-02 01:00:00,12.08,49.65,1.17,0.0,99.03
2001-01-02 02:00:00,11.9,50.02,1.1,0.0,99.03
2001-01-02 03:00:00,11.55,51.08,1.08,0.0,99.04
2001-01-02 04:00:00,11.09,52.43,1.1,0.0,99.06
2001-01-02 05:00:00,10.59,54.11,1.13,0.0,99.11
2001-01-02 06:00:00,10.09,55.98,1.14,0.0,99.18
2001-01-02 07:00:00,10.38,54.95,1.03,0.16,99.26
2001-01-02 08:00:00,13.08,46.11,1.66,0.8,99.33
2001-01-02 09:00:00,15.75,38.73,1.51,1.46,99.4
2001-01-02 10:00:00,19.7,27.01,1.11,2.01,99.41
2001-01-02 11:00:00,21.43,21.9,1.29,2.35,99.35
2001-01-02 12:00:00,22.47,19.36,1.32,2.47,99.26
2001-01-02 13:00:00,23.09,18.24,1.34,2.3,99.16
2001-01-02 14:00:00,23.28,17.85,1.43,1.89,99.11
2001-01-02 15:00:00,22.95,18.21,1.66,1.28,99.09
2001-01-02 16:00:00,21.72,19.63,1.36,0.58,99.1
2001-01-02 17:00:00,18.57,24.23,1.11,0.04,99.13
2001-01-02 18:00:00,17.0,27.01,1.29,0.0,99.2
2001-01-02 19:00:00,15.73,29.93,1.39,0.0,99.25
2001-01-02 20:00:00,14.66,33.03,1.44,0.0,99.29
2001-01-02 21:00:00,13.71,36.55,1.47,0.0,99.31
2001-01-02 22:00:00,12.86,40.56,1.5,0.0,99.31
2001-01-02 23:00:00,12.13,45.01,1.55,0.0,99.28
2001-01-03 00:00:00,11.53,49.5,1.62,0.0,99.25
2001-01-03 01:00:00,11.05,53.5,1.71,0.0,99.23
2001-01-03 02:00:00,10.65,56.91,1.8,0.0,99.2
2001-01-03 03:00:00,10.27,59.63,1.83,0.0,99.19
2001-01-03 04:00:00,9.89,61.84,1.8,0.0,99.22
2001-01-03 05:00:00,9.51,63.61,1.76,0.0,99.28
2001-01-03 06:00:00,9.15,64.82,1.73,0.0,99.37
2001-01-03 07:00:00,10.09,60.64,1.86,0.18,99.45
2001-01-03 08:00:00,13.48,48.41,3.35,0.88,99.53
2001-01-03 09:00:00,16.35,40.26,2.83,1.57,99.58
2001-01-03 10:00:00,20.62,28.64,3.02,2.12,99.57
2001-01-03 11:00:00,22.65,23.48,3.05,2.46,99.5
2001-01-03 12:00:00,23.76,21.29,2.83,2.58,99.38
2001-01-03 13:00:00,24.41,20.04,2.55,2.41,99.29
2001-01-03 14:00:00,24.58,19.41,2.43,1.99,99.22
2001-01-03 15:00:00,24.16,19.42,2.51,1.37,99.17
2001-01-03 16:00:00,22.71,20.73,1.89,0.63,99.16
2001-01-03 17:00:00,18.57,26.84,1.31,0.05,99.18
2001-01-03 18:00:00,16.82,29.82,1.48,0.0,99.23
2001-01-03 19:00:00,15.69,31.88,1.62,0.0,99.28
2001-01-03 20:00:00,14.73,33.83,1.77,0.0,99.31
2001-01-03 21:00:00,13.88,35.86,1.9,0.0,99.33
2001-01-03 22:00:00,13.09,38.07,1.98,0.0,99.33
2001-01-03 23:00:00,12.36,40.37,2.04,0.0,99.31
2001-01-04 00:00:00,11.67,42.81,2.05,0.0,99.29
2001-01-04 01:00:00,11.05,45.21,2.03,0.0,99.28
2001-01-04 02:00:00,10.5,47.51,2.03,0.0,99.25
2001-01-04 03:00:00,9.99,50.19,2.04,0.0,99.25
2001-01-04 04:00:00,9.52,52.88,2.02,0.0,99.27
2001-01-04 05:00:00,9.05,56.12,1.97,0.0,99.31
2001-01-04 06:00:00,8.57,59.72,1.89,0.0,99.38
2001-01-04 07:00:00,9.46,57.89,2.15,0.17,99.45
2001-01-04 08:00:00,12.67,47.99,3.65,0.86,99.51
2001-01-04 09:00:00,15.72,39.93,3.19,1.55,99.54
2001-01-04 10:00:00,20.18,26.45,3.5,2.1,99.52
2001-01-04 11:00:00,22.41,19.95,3.64,2.43,99.46
2001-01-04 12:00:00,23.69,16.98,3.62,2.6,99.38
2001-01-04 13:00:00,24.43,15.35,3.39,2.42,99.31
2001-01-04 14:00:00,24.56,14.54,3.68,2.01,99.21
2001-01-04 15:00:00,24.03,14.48,3.79,1.39,99.19
2001-01-04 16:00:00,22.41,15.74,2.78,0.65,99.22
2001-01-04 17:00:00,17.69,21.08,1.66,0.06,99.24
2001-01-04 18:00:00,15.97,23.53,1.85,0.0,99.3
2001-01-04 19:00:00,14.98,25.09,1.99,0.0,99.36
2001-01-04 20:00:00,14.09,26.68,2.11,0.0,99.39
2001-01-04 21:00:00,13.27,28.46,2.19,0.0,99.4
2001-01-04 22:00:00,12.52,30.22,2.31,0.0,99.39
2001-01-04 23:00:00,11.85,32.26,2.44,0.0,99.36
2001-01-05 00:00:00,11.2,34.5,2.51,0.0,99.33
2001-01-05 01:00:00,10.55,37.03,2.49,0.0,99.32
2001-01-05 02:00:00,9.95,39.7,2.48,0.0,99.3
2001-01-05 03:00:00,9.38,42.33,2.5,0.0,99.29
2001-01-05 04:00:00,8.88,44.75,2.6,0.0,99.28
2001-01-05 05:00:00,8.4,47.1,2.69,0.0,99.28
2001-01-05 06:00:00,7.87,49.6,2.67,0.0,99.33
2001-01-05 07:00:00,8.71,47.59,3.23,0.19,99.4
2001-01-05 08:00:00,11.51,40.06,4.27,0.91,99.46
2001-01-05 09:00:00,14.96,32.27,3.86,1.62,99.49
2001-01-05 10:00:00,19.64,22.33,4.46,2.2,99.47
2001-01-05 11:00:00,21.99,17.44,3.95,2.53,99.39
2001-01-05 12:00:00,23.31,14.91,3.54,2.57,99.26
2001-01-05 13:00:00,24.12,13.28,3.26,2.41,99.14
2001-01-05 14:00:00,24.35,12.36,2.98,1.99,99.06
2001-01-05 15:00:00,23.92,12.15,2.58,1.37,99.02
2001-01-05 16:00:00,22.2,13.6,1.38,0.64,99.04
2001-01-05 17:00:00,18.99,16.14,1.14,0.05,99.07
2001-01-05 18:00:00,17.66,17.4,1.23,0.0,99.12
2001-01-05 19:00:00,16.66,18.38,1.27,0.0,99.18
2001-01-05 20:00:00,15.64,19.53,1.35,0.0,99.2
2001-01-05 21:00:00,14.72,20.54,1.41,0.0,99.22
2001-01-05 22:00:00,13.9,21.56,1.46,0.0,99.21
2001-01-05 23:00:00,13.13,22.55,1.51,0.0,99.18
2001-01-06 00:00:00,12.26,23.87,1.55,0.0,99.16
2001-01-06 01:00:00,11.26,25.61,1.62,0.0,99.11
2001-01-06 02:00:00,10.48,27.09,1.65,0.0,99.06
2001-01-06 03:00:00,9.75,28.7,1.64,0.0,99.03
2001-01-06 04:00:00,9.14,30.17,1.59,0.0,99.02
2001-01-06 05:00:00,8.82,31.13,1.51,0.0,99.09
2001-01-06 06:00:00,8.54,32.03,1.51,0.0,99.14
2001-01-06 07:00:00,9.5,30.44,1.38,0.17,99.21
2001-01-06 08:00:00,13.57,23.57,2.35,0.86,99.25
2001-01-06 09:00:00,16.33,19.82,2.13,1.55,99.3
2001-01-06 10:00:00,20.2,15.55,1.37,2.15,99.29
2001-01-06 11:00:00,22.73,12.96,1.86,2.49,99.21
2001-01-06 12:00:00,23.62,11.83,2.81,2.64,99.12
2001-01-06 13:00:00,23.96,11.05,3.15,2.46,99.02
2001-01-06 14:00:00,23.89,10.55,3.06,2.04,98.94
2001-01-06 15:00:00,23.36,10.45,2.94,1.41,98.93
2001-01-06 16:00:00,21.62,11.68,1.83,0.66,98.95
2001-01-06 17:00:00,17.69,14.52,1.33,0.06,98.98
2001-01-06 18:00:00,16.32,15.51,1.44,0.0,99.05
2001-01-06 19:00:00,15.49,16.18,1.47,0.0,99.09
2001-01-06 20:00:00,14.64,17.0,1.5,0.0,99.12
2001-01-06 21:00:00,13.82,17.83,1.52,0.0,99.13
2001-01-06 22:00:00,13.14,18.53,1.51,0.0,99.12
2001-01-06 23:00:00,12.49,19.22,1.51,0.0,99.08
2001-01-07 00:00:00,11.83,20.07,1.51,0.0,99.04
2001-01-07 01:00:00,11.11,20.92,1.55,0.0,99.02
2001-01-07 02:00:00,10.2,22.35,1.61,0.0,99.01
2001-01-07 03:00:00,9.38,23.88,1.66,0.0,98.99
2001-01-07 04:00:00,8.81,25.24,1.7,0.0,98.99
2001-01-07 05:00:00,8.35,26.77,1.75,0.0,99.01
2001-01-07 06:00:00,7.98,28.36,1.82,0.0,99.07
2001-01-07 07:00:00,8.98,27.62,1.97,0.15,99.14
2001-01-07 08:00:00,12.98,21.93,3.74,0.81,99.19
2001-01-07 09:00:00,15.73,18.8,3.29,1.49,99.23
2001-01-07 10:00:00,19.88,14.34,3.19,2.09,99.22
2001-01-07 11:00:00,22.33,12.56,3.22,2.43,99.16
2001-01-07 12:00:00,23.3,12.0,2.8,2.53,99.05
2001-01-07 13:00:00,23.83,11.61,2.4,2.32,98.96
2001-01-07 14:00:00,23.89,11.62,2.25,1.88,98.88
2001-01-07 15:00:00,23.39,12.07,2.22,1.24,98.84
2001-01-07 16:00:00,21.66,13.78,1.43,0.55,98.83
2001-01-07 17:00:00,17.75,17.57,1.33,0.05,98.85
2001-01-07 18:00:00,15.85,19.92,1.51,0.0,98.93
2001-01-07 19:00:00,14.58,21.83,1.7,0.0,99.01
2001-01-07 20:00:00,13.66,23.59,1.95,0.0,99.08
2001-01-07 21:00:00,12.85,25.53,2.14,0.0,99.12
2001-01-07 22:00:00,12.13,27.78,2.31,0.0,99.12
2001-01-07 23:00:00,11.49,30.02,2.46,0.0,99.08
2001-01-08 00:00:00,10.91,32.28,2.51,0.0,99.03
2001-01-08 01:00:00,10.36,34.23,2.45,0.0,99.0
2001-01-08 02:00:00,9.86,36.03,2.38,0.0,98.97
2001-01-08 03:00:00,9.37,37.77,2.29,0.0,98.95
2001-01-08 04:00:00,8.88,39.46,2.2,0.0,98.96
2001-01-08 05:00:00,8.4,41.07,2.13,0.0,99.01
2001-01-08 06:00:00,7.92,42.61,2.09,0.0,99.07
2001-01-08 07:00:00,8.78,40.37,2.35,0.13,99.15
2001-01-08 08:00:00,11.71,33.32,3.37,0.7,99.22
2001-01-08 09:00:00,14.69,27.44,2.49,1.29,99.27
2001-01-08 10:00:00,19.38,20.24,2.52,1.85,99.27
2001-01-08 11:00:00,21.58,17.41,2.89,2.2,99.2
2001-01-08 12:00:00,22.59,16.01,2.98,2.45,99.09
2001-01-08 13:00:00,23.08,15.07,3.01,2.28,98.98
2001-01-08 14:00:00,23.16,14.6,2.99,1.87,98.91
2001-01-08 15:00:00,22.72,14.65,2.91,1.24,98.89
2001-01-08 16:00:00,21.11,16.04,1.89,0.56,98.93
2001-01-08 17:00:00,16.98,20.93,1.34,0.05,99.0
2001-01-08 18:00:00,15.3,23.41,1.51,0.0,99.08
2001-01-08 19:00:00,14.2,25.35,1.63,0.0,99.17
2001-01-08 20:00:00,13.22,27.35,1.75,0.0,99.22
2001-01-08 21:00:00,12.34,29.42,1.85,0.0,99.24
2001-01-08 22:00:00,11.53,31.85,1.92,0.0,99.23
2001-01-08 23:00:00,10.77,34.35,1.98,0.0,99.2
2001-01-09 00:00:00,10.11,37.05,2.03,0.0,99.18
2001-01-09 01:00:00,9.5,39.52,2.06,0.0,99.16
2001-01-09 02:00:00,8.92,41.79,2.05,0.0,99.14
2001-01-09 03:00:00,8.38,43.78,2.04,0.0,99.13
2001-01-09 04:00:00,7.88,45.74,2.04,0.0,99.13
2001-01-09 05:00:00,7.41,47.56,2.09,0.0,99.17
2001-01-09 06:00:00,6.96,49.39,2.16,0.0,99.22
2001-01-09 07:00:00,7.83,46.87,2.56,0.14,99.29
2001-01-09 08:00:00,10.67,38.98,3.83,0.78,99.37
2001-01-09 09:00:00,13.61,32.34,3.08,1.42,99.43
2001-01-09 10:00:00,18.48,21.9,2.99,2.0,99.44
2001-01-09 11:00:00,20.98,16.88,2.6,2.36,99.39
2001-01-09 12:00:00,22.08,14.69,2.29,2.6,99.3
2001-01-09 13:00:00,22.68,13.23,2.05,2.43,99.2
2001-01-09 14:00:00,22.83,12.41,1.95,2.01,99.12
2001-01-09 15:00:00,22.46,12.22,1.97,1.38,99.09
2001-01-09 16:00:00,20.84,13.56,1.28,0.65,99.09
2001-01-09 17:00:00,17.64,16.24,1.22,0.06,99.13
2001-01-09 18:00:00,16.17,17.67,1.39,0.0,99.21
2001-01-09 19:00:00,14.9,19.19,1.49,0.0,99.27
2001-01-09 20:00:00,13.77,20.55,1.54,0.0,99.31
2001-01-09 21:00:00,12.76,21.95,1.57,0.0,99.32
2001-01-09 22:00:00,11.81,23.25,1.6,0.0,99.32
2001-01-09 23:00:00,10.92,24.66,1.63,0.0,99.3
2001-01-10 00:00:00,10.1,25.91,1.66,0.0,99.27
2001-01-10 01:00:00,9.35,27.24,1.71,0.0,99.24
2001-01-10 02:00:00,8.68,28.49,1.78,0.0,99.2
2001-01-10 03:00:00,8.06,29.86,1.83,0.0,99.18
2001-01-10 04:00:00,7.48,31.22,1.88,0.0,99.19
2001-01-10 05:00:00,6.96,32.68,1.96,0.0,99.21
2001-01-10 06:00:00,6.47,34.32,2.03,0.0,99.28
2001-01-10 07:00:00,7.45,32.57,2.3,0.16,99.35
2001-01-10 08:00:00,10.92,26.16,3.86,0.83,99.42
2001-01-10 09:00:00,13.89,21.83,3.26,1.52,99.47
2001-01-10 10:00:00,18.24,16.0,3.15,2.1,99.46
2001-01-10 11:00:00,21.69,11.43,2.88,2.5,99.37
2001-01-10 12:00:00,22.81,9.92,2.39,2.61,99.25
2001-01-10 13:00:00,23.33,9.05,2.06,2.44,99.12
2001-01-10 14:00:00,23.36,8.64,1.79,2.02,99.02
2001-01-10 15:00:00,22.9,8.65,1.71,1.4,98.97
2001-01-10 16:00:00,21.06,10.44,1.09,0.67,98.97
2001-01-10 17:00:00,17.47,12.42,1.28,0.07,98.99
2001-01-10 18:00:00,15.5,13.55,1.49,0.0,99.05
2001-01-10 19:00:00,14.02,14.81,1.59,0.0,99.11
2001-01-10 20:00:00,12.87,15.98,1.65,0.0,99.16
2001-01-10 21:00:00,11.93,16.88,1.67,0.0,99.17
2001-01-10 22:00:00,11.06,17.88,1.7,0.0,99.14
2001-01-10 23:00:00,10.26,18.72,1.76,0.0,99.09
2001-01-11 00:00:00,9.51,19.68,1.81,0.0,99.05
2001-01-11 01:00:00,8.79,20.65,1.87,0.0,99.01
2001-01-11 02:00:00,8.14,21.72,1.95,0.0,98.96
2001-01-11 03:00:00,7.49,22.85,2.01,0.0,98.93
2001-01-11 04:00:00,6.92,23.75,2.02,0.0,98.92
2001-01-11 05:00:00,6.42,24.59,1.98,0.0,98.95
2001-01-11 06:00:00,6.05,25.24,1.94,0.0,99.0
2001-01-11 07:00:00,7.4,22.86,2.05,0.17,99.06
2001-01-11 08:00:00,11.23,17.67,3.56,0.86,99.12
2001-01-11 09:00:00,14.37,14.49,2.81,1.57,99.16
2001-01-11 10:00:00,18.82,10.84,2.15,2.14,99.14
2001-01-11 11:00:00,22.59,8.07,1.88,2.5,99.06
2001-01-11 12:00:00,23.89,7.29,1.91,2.59,98.97
2001-01-11 13:00:00,24.53,6.85,1.78,2.42,98.87
2001-01-11 14:00:00,24.67,6.74,1.6,2.01,98.77
2001-01-11 15:00:00,24.3,6.83,1.39,1.38,98.72
2001-01-11 16:00:00,22.89,8.57,0.83,0.65,98.71
2001-01-11 17:00:00,20.65,9.44,0.81,0.07,98.72
2001-01-11 18:00:00,19.76,9.71,0.85,0.0,98.77
2001-01-11 19:00:00,19.18,9.85,0.88,0.0,98.83
2001-01-11 20:00:00,18.61,10.07,0.94,0.0,98.87
2001-01-11 21:00:00,17.95,10.42,1.04,0.0,98.87
2001-01-11 22:00:00,17.15,10.87,1.14,0.0,98.85
2001-01-11 23:00:00,16.31,11.38,1.22,0.0,98.82
2001-01-12 00:00:00,15.61,11.9,1.26,0.0,98.8
2001-01-12 01:00:00,14.97,12.3,1.27,0.0,98.77
2001-01-12 02:00:00,14.28,12.76,1.28,0.0,98.75
2001-01-12 03:00:00,13.58,13.25,1.28,0.0,98.74
2001-01-12 04:00:00,12.89,13.76,1.27,0.0,98.75
2001-01-12 05:00:00,12.21,14.39,1.26,0.0,98.79
2001-01-12 06:00:00,11.76,14.72,1.23,0.0,98.85
2001-01-12 07:00:00,12.12,14.61,1.07,0.16,98.92
2001-01-12 08:00:00,15.08,12.34,1.49,0.85,99.0
2001-01-12 09:00:00,17.57,10.61,1.28,1.57,99.07
2001-01-12 10:00:00,21.65,11.74,0.16,2.17,99.09
2001-01-12 11:00:00,24.53,15.32,1.33,2.52,99.06
2001-01-12 12:00:00,25.54,15.72,1.59,2.59,99.0
2001-01-12 13:00:00,26.04,15.58,1.78,2.43,98.92
2001-01-12 14:00:00,26.11,15.46,1.86,2.02,98.87
2001-01-12 15:00:00,25.76,15.59,1.77,1.41,98.86
2001-01-12 16:00:00,24.32,16.73,1.13,0.68,98.88
2001-01-12 17:00:00,21.25,19.91,1.14,0.07,98.93
2001-01-12 18:00:00,19.35,21.5,1.38,0.0,99.0
2001-01-12 19:00:00,17.61,22.57,1.52,0.0,99.07
2001-01-12 20:00:00,16.11,22.85,1.66,0.0,99.13
2001-01-12 21:00:00,14.96,22.64,1.77,0.0,99.17
2001-01-12 22:00:00,14.0,22.31,1.88,0.0,99.18
2001-01-12 23:00:00,13.15,22.31,1.92,0.0,99.18
2001-01-13 00:00:00,12.39,22.35,1.92,0.0,99.18
2001-01-13 01:00:00,11.73,22.3,1.91,0.0,99.17
2001-01-13 02:00:00,11.13,22.24,1.9,0.0,99.14
2001-01-13 03:00:00,10.57,22.08,1.88,0.0,99.13
2001-01-13 04:00:00,10.05,21.96,1.86,0.0,99.14
2001-01-13 05:00:00,9.56,22.04,1.87,0.0,99.17
2001-01-13 06:00:00,9.12,22.3,1.9,0.0,99.23
2001-01-13 07:00:00,10.25,20.43,2.13,0.17,99.29
2001-01-13 08:00:00,13.72,16.16,3.69,0.88,99.35
2001-01-13 09:00:00,16.66,13.55,3.18,1.58,99.38
2001-01-13 10:00:00,21.03,11.27,2.94,2.18,99.39
2001-01-13 11:00:00,24.43,11.5,3.26,2.57,99.32
2001-01-13 12:00:00,25.45,11.3,3.22,2.73,99.24
2001-01-13 13:00:00,25.92,10.93,3.12,2.56,99.14
2001-01-13 14:00:00,25.94,10.72,3.0,2.15,99.07
2001-01-13 15:00:00,25.43,10.85,2.9,1.52,99.03
2001-01-13 16:00:00,23.58,12.23,1.87,0.76,99.03
2001-01-13 17:00:00,18.91,16.01,1.46,0.09,99.06
2001-01-13 18:00:00,16.98,17.84,1.68,0.0,99.12
2001-01-13 19:00:00,15.86,18.99,1.85,0.0,99.18
2001-01-13 20:00:00,14.91,20.11,1.99,0.0,99.24
2001-01-13 21:00:00,14.05,21.16,2.09,0.0,99.27
2001-01-13 22:00:00,13.27,22.06,2.16,0.0,99.28
2001-01-13 23:00:00,12.54,22.91,2.18,0.0,99.24
2001-01-14 00:00:00,11.85,23.62,2.17,0.0,99.21
2001-01-14 01:00:00,11.2,24.3,2.13,0.0,99.18
2001-01-14 02:00:00,10.6,24.91,2.09,0.0,99.15
2001-01-14 03:00:00,10.02,25.75,2.04,0.0,99.12
2001-01-14 04:00:00,9.44,26.78,1.99,0.0,99.12
2001-01-14 05:00:00,8.87,27.97,1.94,0.0,99.15
2001-01-14 06:00:00,8.31,29.51,1.87,0.0,99.21
2001-01-14 07:00:00,9.34,28.08,2.01,0.17,99.28
2001-01-14 08:00:00,12.83,22.61,3.44,0.9,99.34
2001-01-14 09:00:00,15.83,18.89,2.9,1.61,99.39
2001-01-14 10:00:00,20.35,14.28,2.58,2.23,99.37
2001-01-14 11:00:00,23.66,11.61,2.55,2.58,99.28
2001-01-14 12:00:00,24.86,10.64,2.51,2.65,99.17
2001-01-14 13:00:00,25.44,9.97,2.43,2.49,99.05
2001-01-14 14:00:00,25.55,9.61,2.33,2.09,98.97
2001-01-14 15:00:00,25.11,9.66,2.22,1.47,98.93
2001-01-14 16:00:00,23.18,11.4,1.26,0.73,98.91
2001-01-14 17:00:00,19.78,13.49,1.31,0.09,98.94
2001-01-14 18:00:00,18.27,14.61,1.45,0.0,98.99
2001-01-14 19:00:00,17.07,15.77,1.52,0.0,99.06
2001-01-14 20:00:00,16.0,16.88,1.56,0.0,99.1
2001-01-14 21:00:00,15.09,17.9,1.57,0.0,99.12
2001-01-14 22:00:00,14.28,18.86,1.56,0.0,99.1
2001-01-14 23:00:00,13.5,19.83,1.57,0.0,99.05
2001-01-15 00:00:00,12.7,21.0,1.59,0.0,99.01
2001-01-15 01:00:00,11.85,22.42,1.61,0.0,98.97
2001-01-15 02:00:00,10.97,24.25,1.63,0.0,98.93
2001-01-15 03:00:00,10.03,26.32,1.64,0.0,98.9
2001-01-15 04:00:00,9.17,28.58,1.64,0.0,98.91
2001-01-15 05:00:00,8.46,30.57,1.63,0.0,98.96
2001-01-15 06:00:00,7.9,32.08,1.62,0.0,99.04
2001-01-15 07:00:00,8.98,30.25,1.59,0.17,99.12
2001-01-15 08:00:00,13.1,23.13,3.07,0.9,99.2
2001-01-15 09:00:00,16.18,19.06,2.78,1.61,99.27
2001-01-15 10:00:00,20.51,14.39,2.37,2.2,99.29
2001-01-15 11:00:00,24.53,10.18,2.42,2.6,99.24
2001-01-15 12:00:00,25.76,8.98,2.39,2.69,99.15
2001-01-15 13:00:00,26.32,8.35,2.5,2.53,99.07
2001-01-15 14:00:00,26.38,8.09,2.81,2.13,99.0
2001-01-15 15:00:00,25.83,8.21,3.17,1.51,98.97
2001-01-15 16:00:00,23.88,9.6,2.28,0.76,98.98
2001-01-15 17:00:00,18.74,13.23,1.67,0.09,99.03
2001-01-15 18:00:00,16.8,14.89,1.9,0.0,99.11
2001-01-15 19:00:00,15.78,16.07,2.11,0.0,99.18
2001-01-15 20:00:00,14.89,17.31,2.31,0.0,99.22
2001-01-15 21:00:00,14.06,18.47,2.45,0.0,99.26
2001-01-15 22:00:00,13.32,19.7,2.55,0.0,99.28
2001-01-15 23:00:00,12.67,20.88,2.66,0.0,99.28
2001-01-16 00:00:00,12.07,21.94,2.72,0.0,99.25
2001-01-16 01:00:00,11.49,22.91,2.77,0.0,99.24
2001-01-16 02:00:00,10.88,24.09,2.76,0.0,99.21
2001-01-16 03:00:00,10.2,25.34,2.65,0.0,99.21
2001-01-16 04:00:00,9.58,26.69,2.6,0.0,99.22
2001-01-16 05:00:00,9.06,27.78,2.63,0.0,99.25
2001-01-16 06:00:00,8.59,28.98,2.76,0.0,99.29
2001-01-16 07:00:00,9.79,27.27,3.49,0.17,99.36
2001-01-16 08:00:00,12.93,22.59,4.71,0.89,99.43
2001-01-16 09:00:00,16.39,18.33,3.96,1.61,99.47
2001-01-16 10:00:00,21.13,13.44,4.36,2.23,99.48
2001-01-16 11:00:00,24.3,9.93,4.91,2.58,99.42
2001-01-16 12:00:00,25.46,8.52,4.35,2.64,99.33
2001-01-16 13:00:00,26.09,7.59,3.84,2.48,99.23
2001-01-16 14:00:00,26.16,7.08,3.47,2.07,99.14
2001-01-16 15:00:00,25.63,6.97,3.1,1.45,99.1
2001-01-16 16:00:00,23.51,8.51,1.75,0.72,99.09
2001-01-16 17:00:00,18.75,11.03,1.51,0.09,99.12
2001-01-16 18:00:00,16.63,11.86,1.7,0.0,99.18
2001-01-16 19:00:00,15.33,12.63,1.85,0.0,99.24
2001-01-16 20:00:00,14.32,13.38,2.01,0.0,99.27
2001-01-16 21:00:00,13.46,14.15,2.18,0.0,99.27
2001-01-16 22:00:00,12.72,14.96,2.36,0.0,99.25
2001-01-16 23:00:00,12.06,15.84,2.52,0.0,99.22
2001-01-17 00:00:00,11.39,16.79,2.62,0.0,99.2
2001-01-17 01:00:00,10.73,17.79,2.7,0.0,99.19
2001-01-17 02:00:00,10.04,18.76,2.77,0.0,99.17
2001-01-17 03:00:00,9.35,19.78,2.81,0.0,99.17
2001-01-17 04:00:00,8.68,20.99,2.8,0.0,99.2
2001-01-17 05:00:00,8.15,22.06,2.83,0.0,99.26
2001-01-17 06:00:00,7.78,22.94,2.95,0.0,99.33
2001-01-17 07:00:00,9.13,21.36,3.79,0.17,99.4
2001-01-17 08:00:00,12.23,17.5,4.77,0.86,99.45
2001-01-17 09:00:00,15.69,14.07,3.92,1.59,99.51
2001-01-17 10:00:00,20.48,10.68,3.78,2.17,99.5
2001-01-17 11:00:00,24.28,9.31,3.83,2.57,99.42
2001-01-17 12:00:00,25.51,8.93,2.8,2.69,99.31
2001-01-17 13:00:00,26.08,8.39,2.15,2.53,99.2
2001-01-17 14:00:00,26.16,8.01,2.11,2.12,99.1
2001-01-17 15:00:00,25.66,7.91,2.24,1.5,99.06
2001-01-17 16:00:00,23.55,9.53,1.35,0.76,99.06
2001-01-17 17:00:00,19.45,11.33,1.4,0.1,99.09
2001-01-17 18:00:00,17.45,11.98,1.59,0.0,99.15
2001-01-17 19:00:00,15.98,12.55,1.68,0.0,99.23
2001-01-17 20:00:00,14.81,12.87,1.75,0.0,99.27
2001-01-17 21:00:00,13.9,13.05,1.83,0.0,99.26
2001-01-17 22:00:00,13.13,13.19,1.9,0.0,99.25
2001-01-17 23:00:00,12.41,13.38,1.98,0.0,99.22
2001-01-18 00:00:00,11.76,13.85,2.13,0.0,99.2
2001-01-18 01:00:00,11.16,14.65,2.27,0.0,99.17
2001-01-18 02:00:00,10.56,15.86,2.36,0.0,99.12
2001-01-18 03:00:00,9.93,17.45,2.35,0.0,99.1
2001-01-18 04:00:00,9.33,19.12,2.28,0.0,99.11
2001-01-18 05:00:00,8.83,20.63,2.23,0.0,99.16
2001-01-18 06:00:00,8.42,21.65,2.23,0.0,99.22
2001-01-18 07:00:00,9.83,19.83,2.62,0.17,99.28
2001-01-18 08:00:00,13.35,15.82,4.19,0.87,99.35
2001-01-18 09:00:00,16.48,13.11,3.48,1.61,99.4
2001-01-18 10:00:00,20.81,10.64,3.15,2.22,99.39
2001-01-18 11:00:00,24.95,9.79,2.93,2.59,99.29
2001-01-18 12:00:00,26.66,9.79,2.31,2.68,99.16
2001-01-18 13:00:00,27.21,9.55,1.98,2.53,99.05
2001-01-18 14:00:00,27.29,9.41,1.92,2.12,98.97
