,T,RH,WS,Rs,P
2001-01-01 00:00:00,10.1,47.49,1.27,0.0,98.41
2001-01-01 01:00:00,9.13,56.37,1.3,0.0,98.36
2001-01-01 02:00:00,8.29,69.43,1.37,0.0,98.35
2001-01-01 03:00:00,7.69,83.54,1.49,0.0,98.35
2001-01-01 04:00:00,7.31,95.58,1.59,0.0,98.37
2001-01-01 05:00:00,7.73,100.0,1.47,0.0,98.4
2001-01-01 06:00:00,7.99,100.0,1.61,0.0,98.49
2001-01-01 07:00:00,8.87,98.0,2.41,0.14,98.57
2001-01-01 08:00:00,10.81,87.92,3.38,0.53,98.63
2001-01-01 09:00:00,13.54,76.13,3.59,0.77,98.69
2001-01-01 10:00:00,16.1,63.87,3.81,0.94,98.71
2001-01-01 11:00:00,18.17,52.61,3.89,1.04,98.67
2001-01-01 12:00:00,19.21,46.01,3.89,1.18,98.6
2001-01-01 13:00:00,19.59,43.53,4.05,0.92,98.54
2001-01-01 14:00:00,19.48,43.4,4.21,0.77,98.51
2001-01-01 15:00:00,18.93,44.69,4.22,0.53,98.51
2001-01-01 16:00:00,17.89,47.79,3.6,0.23,98.52
2001-01-01 17:00:00,15.87,54.95,1.93,0.0,98.55
2001-01-01 18:00:00,15.32,57.69,1.96,0.0,98.62
2001-01-01 19:00:00,14.56,61.38,1.83,0.0,98.68
2001-01-01 20:00:00,13.7,65.93,1.65,0.0,98.73
2001-01-01 21:00:00,12.43,72.86,1.43,0.0,98.74
2001-01-01 22:00:00,11.62,78.01,1.28,0.0,98.75
2001-01-01 23:00:00,10.93,82.75,1.17,0.0,98.75
2001-01-02 00:00:00,10.34,86.94,1.1,0.0,98.75
2001-01-02 01:00:00,9.82,90.82,1.05,0.0,98.77
2001-01-02 02:00:00,9.34,94.23,1.03,0.0,98.8
2001-01-02 03:00:00,8.94,96.69,1.04,0.0,98.82
2001-01-02 04:00:00,8.66,97.87,1.03,0.0,98.85
2001-01-02 05:00:00,8.46,97.97,1.04,0.0,98.9
2001-01-02 06:00:00,8.26,97.78,1.06,0.0,98.95
2001-01-02 07:00:00,9.07,91.09,0.97,0.13,99.0
2001-01-02 08:00:00,11.88,74.41,2.06,0.57,99.05
2001-01-02 09:00:00,15.04,58.29,1.88,0.93,99.11
2001-01-02 10:00:00,18.45,42.4,1.91,1.22,99.13
2001-01-02 11:00:00,19.93,36.68,1.42,1.76,99.11
2001-01-02 12:00:00,20.91,32.84,1.01,2.2,99.03
2001-01-02 13:00:00,21.45,30.32,0.65,1.99,98.96
2001-01-02 14:00:00,21.53,29.06,0.5,1.57,98.92
2001-01-02 15:00:00,21.15,29.04,0.9,0.98,98.9
2001-01-02 16:00:00,19.74,31.41,0.83,0.37,98.91
2001-01-02 17:00:00,17.23,36.94,1.06,0.0,98.94
2001-01-02 18:00:00,15.8,40.48,1.23,0.0,99.0
2001-01-02 19:00:00,14.67,43.65,1.31,0.0,99.06
2001-01-02 20:00:00,13.81,46.26,1.33,0.0,99.08
2001-01-02 21:00:00,13.18,48.42,1.33,0.0,99.09
2001-01-02 22:00:00,12.69,50.1,1.32,0.0,99.09
2001-01-02 23:00:00,12.24,51.59,1.28,0.0,99.07
2001-01-03 00:00:00,11.88,53.05,1.25,0.0,99.04
2001-01-03 01:00:00,11.56,54.53,1.2,0.0,99.03
2001-01-03 02:00:00,11.05,56.75,1.2,0.0,99.01
2001-01-03 03:00:00,10.39,59.8,1.23,0.0,99.01
2001-01-03 04:00:00,9.85,62.79,1.24,0.0,99.02
2001-01-03 05:00:00,9.46,65.57,1.24,0.0,99.08
2001-01-03 06:00:00,9.14,68.14,1.23,0.0,99.16
2001-01-03 07:00:00,9.69,66.77,1.07,0.15,99.24
2001-01-03 08:00:00,12.62,55.88,1.93,0.68,99.31
2001-01-03 09:00:00,15.23,47.46,1.64,1.16,99.37
2001-01-03 10:00:00,19.1,35.21,1.23,1.53,99.36
2001-01-03 11:00:00,20.63,30.76,1.15,2.06,99.28
2001-01-03 12:00:00,21.6,27.78,1.16,2.28,99.18
2001-01-03 13:00:00,22.2,25.63,1.37,2.04,99.07
2001-01-03 14:00:00,22.3,24.4,1.72,1.58,99.02
2001-01-03 15:00:00,21.8,24.18,2.04,0.96,99.0
2001-01-03 16:00:00,19.66,26.83,1.18,0.35,98.99
2001-01-03 17:00:00,16.33,32.57,1.27,0.0,99.01
2001-01-03 18:00:00,14.92,35.21,1.37,0.0,99.07
2001-01-03 19:00:00,13.83,37.8,1.45,0.0,99.12
2001-01-03 20:00:00,12.89,40.74,1.48,0.0,99.15
2001-01-03 21:00:00,12.1,43.81,1.46,0.0,99.15
2001-01-03 22:00:00,11.51,46.59,1.4,0.0,99.14
2001-01-03 23:00:00,11.18,48.56,1.34,0.0,99.1
2001-01-04 00:00:00,11.02,49.67,1.28,0.0,99.07
2001-01-04 01:00:00,10.92,50.35,1.21,0.0,99.04
2001-01-04 02:00:00,10.7,51.46,1.14,0.0,99.04
2001-01-04 03:00:00,10.34,53.09,1.1,0.0,99.04
2001-01-04 04:00:00,9.88,55.14,1.11,0.0,99.05
2001-01-04 05:00:00,9.26,57.93,1.18,0.0,99.1
2001-01-04 06:00:00,8.65,60.97,1.23,0.0,99.17
2001-01-04 07:00:00,8.89,60.6,1.12,0.15,99.25
2001-01-04 08:00:00,12.04,49.7,1.98,0.75,99.32
2001-01-04 09:00:00,14.68,42.14,1.76,1.37,99.36
2001-01-04 10:00:00,18.64,30.25,1.76,1.89,99.35
2001-01-04 11:00:00,20.53,24.64,2.32,2.21,99.29
2001-01-04 12:00:00,21.64,22.01,2.59,2.31,99.2
2001-01-04 13:00:00,22.28,20.39,2.8,2.11,99.11
2001-01-04 14:00:00,22.32,19.8,2.78,1.67,99.05
2001-01-04 15:00:00,21.72,19.92,2.57,1.06,99.06
2001-01-04 16:00:00,19.38,22.95,1.39,0.42,99.06
2001-01-04 17:00:00,15.76,29.03,1.34,0.0,99.1
2001-01-04 18:00:00,14.4,31.8,1.42,0.0,99.15
2001-01-04 19:00:00,13.28,34.53,1.48,0.0,99.2
2001-01-04 20:00:00,12.42,36.87,1.48,0.0,99.23
2001-01-04 21:00:00,11.85,38.63,1.45,0.0,99.24
2001-01-04 22:00:00,11.41,40.12,1.42,0.0,99.24
2001-01-04 23:00:00,10.94,41.62,1.4,0.0,99.21
2001-01-05 00:00:00,10.4,43.51,1.39,0.0,99.17
2001-01-05 01:00:00,9.98,44.86,1.39,0.0,99.14
2001-01-05 02:00:00,9.57,46.38,1.37,0.0,99.12
2001-01-05 03:00:00,9.09,48.17,1.37,0.0,99.11
2001-01-05 04:00:00,8.5,50.27,1.39,0.0,99.09
2001-01-05 05:00:00,7.86,52.81,1.42,0.0,99.11
2001-01-05 06:00:00,7.36,54.82,1.43,0.0,99.16
2001-01-05 07:00:00,8.11,52.56,1.26,0.15,99.21
2001-01-05 08:00:00,11.86,41.13,2.3,0.73,99.28
2001-01-05 09:00:00,14.65,34.39,2.01,1.3,99.31
2001-01-05 10:00:00,18.65,25.33,1.75,1.74,99.29
2001-01-05 11:00:00,20.57,20.63,1.66,2.22,99.21
2001-01-05 12:00:00,21.69,18.26,1.5,2.35,99.11
2001-01-05 13:00:00,22.39,16.66,1.4,2.14,99.0
2001-01-05 14:00:00,22.58,15.76,1.38,1.7,98.91
2001-01-05 15:00:00,22.14,15.76,1.52,1.08,98.86
2001-01-05 16:00:00,20.26,18.09,0.86,0.39,98.86
2001-01-05 17:00:00,17.87,20.23,1.04,0.01,98.89
2001-01-05 18:00:00,16.64,21.97,1.17,0.0,98.96
2001-01-05 19:00:00,15.26,24.09,1.33,0.0,98.99
2001-01-05 20:00:00,14.18,25.94,1.39,0.0,99.03
2001-01-05 21:00:00,13.28,27.72,1.43,0.0,99.06
2001-01-05 22:00:00,12.37,29.64,1.47,0.0,99.04
2001-01-05 23:00:00,11.52,31.45,1.49,0.0,99.0
2001-01-06 00:00:00,10.75,33.34,1.52,0.0,98.97
2001-01-06 01:00:00,9.86,35.76,1.56,0.0,98.95
2001-01-06 02:00:00,8.95,38.42,1.64,0.0,98.9
2001-01-06 03:00:00,8.26,40.68,1.72,0.0,98.87
2001-01-06 04:00:00,7.64,43.03,1.85,0.0,98.85
2001-01-06 05:00:00,7.14,44.86,1.9,0.0,98.89
2001-01-06 06:00:00,6.66,46.25,1.86,0.0,98.99
2001-01-06 07:00:00,8.02,41.57,2.17,0.17,99.05
2001-01-06 08:00:00,11.73,31.73,4.16,0.83,99.07
2001-01-06 09:00:00,14.68,25.7,3.49,1.47,99.1
2001-01-06 10:00:00,19.4,18.0,2.85,2.03,99.09
2001-01-06 11:00:00,21.54,14.64,1.97,2.32,99.0
2001-01-06 12:00:00,22.35,13.51,1.65,2.4,98.88
2001-01-06 13:00:00,22.76,12.88,1.72,2.2,98.79
2001-01-06 14:00:00,22.75,12.65,1.7,1.75,98.72
2001-01-06 15:00:00,22.11,12.97,1.43,1.12,98.69
2001-01-06 16:00:00,20.25,15.61,0.78,0.42,98.72
2001-01-06 17:00:00,18.14,16.52,1.04,0.02,98.75
2001-01-06 18:00:00,16.64,18.0,1.26,0.0,98.81
2001-01-06 19:00:00,15.36,19.55,1.36,0.0,98.86
2001-01-06 20:00:00,14.07,21.35,1.43,0.0,98.88
2001-01-06 21:00:00,12.74,23.5,1.51,0.0,98.89
2001-01-06 22:00:00,11.85,25.14,1.52,0.0,98.87
2001-01-06 23:00:00,11.26,26.49,1.51,0.0,98.85
2001-01-07 00:00:00,10.68,27.9,1.49,0.0,98.82
2001-01-07 01:00:00,10.11,29.49,1.49,0.0,98.81
2001-01-07 02:00:00,9.57,30.97,1.48,0.0,98.8
2001-01-07 03:00:00,8.97,32.8,1.48,0.0,98.78
2001-01-07 04:00:00,8.52,34.37,1.46,0.0,98.77
2001-01-07 05:00:00,8.24,35.63,1.42,0.0,98.8
2001-01-07 06:00:00,8.11,36.55,1.38,0.0,98.86
2001-01-07 07:00:00,8.69,35.87,1.19,0.15,98.92
2001-01-07 08:00:00,11.96,29.29,1.73,0.7,98.96
2001-01-07 09:00:00,14.42,25.24,1.49,1.2,98.99
2001-01-07 10:00:00,18.56,18.5,2.27,1.62,98.97
2001-01-07 11:00:00,20.4,16.16,2.5,2.22,98.9
2001-01-07 12:00:00,21.2,15.55,2.53,2.22,98.8
2001-01-07 13:00:00,21.59,15.41,2.6,1.99,98.7
2001-01-07 14:00:00,21.54,15.82,2.7,1.54,98.65
2001-01-07 15:00:00,20.92,16.69,2.73,0.94,98.63
2001-01-07 16:00:00,18.73,19.56,1.59,0.34,98.63
2001-01-07 17:00:00,14.85,25.49,1.49,0.01,98.66
2001-01-07 18:00:00,13.64,28.1,1.76,0.0,98.74
2001-01-07 19:00:00,12.82,30.21,1.97,0.0,98.82
2001-01-07 20:00:00,11.98,32.74,2.02,0.0,98.89
2001-01-07 21:00:00,11.1,35.79,1.86,0.0,98.91
2001-01-07 22:00:00,10.3,39.14,1.65,0.0,98.91
2001-01-07 23:00:00,9.67,42.13,1.45,0.0,98.87
2001-01-08 00:00:00,9.25,44.4,1.33,0.0,98.83
2001-01-08 01:00:00,8.95,46.12,1.28,0.0,98.79
2001-01-08 02:00:00,8.61,47.75,1.27,0.0,98.76
2001-01-08 03:00:00,8.2,49.51,1.25,0.0,98.73
2001-01-08 04:00:00,7.88,50.9,1.24,0.0,98.73
2001-01-08 05:00:00,7.75,51.38,1.2,0.0,98.77
2001-01-08 06:00:00,7.71,51.4,1.15,0.0,98.84
2001-01-08 07:00:00,8.36,48.93,0.97,0.12,98.92
2001-01-08 08:00:00,10.96,40.75,1.31,0.62,98.98
2001-01-08 09:00:00,13.36,34.6,0.69,1.16,99.04
2001-01-08 10:00:00,17.29,25.52,2.14,1.59,99.04
2001-01-08 11:00:00,18.76,22.96,2.59,1.81,98.98
2001-01-08 12:00:00,19.56,21.75,2.69,2.21,98.89
2001-01-08 13:00:00,19.93,21.17,2.73,1.98,98.79
2001-01-08 14:00:00,19.96,21.05,2.75,1.54,98.73
2001-01-08 15:00:00,19.49,21.6,2.74,0.93,98.72
2001-01-08 16:00:00,17.55,24.4,1.65,0.32,98.76
2001-01-08 17:00:00,13.85,31.04,1.38,0.02,98.82
2001-01-08 18:00:00,12.55,33.83,1.54,0.0,98.92
2001-01-08 19:00:00,11.58,36.2,1.62,0.0,98.99
2001-01-08 20:00:00,10.69,38.43,1.66,0.0,99.04
2001-01-08 21:00:00,9.86,40.5,1.63,0.0,99.05
2001-01-08 22:00:00,9.12,42.56,1.56,0.0,99.05
2001-01-08 23:00:00,8.48,44.29,1.48,0.0,99.02
2001-01-09 00:00:00,7.96,45.72,1.42,0.0,98.99
2001-01-09 01:00:00,7.55,47.01,1.38,0.0,98.97
2001-01-09 02:00:00,7.2,48.14,1.35,0.0,98.95
2001-01-09 03:00:00,6.88,49.2,1.33,0.0,98.93
2001-01-09 04:00:00,6.54,50.53,1.32,0.0,98.93
2001-01-09 05:00:00,6.17,51.86,1.33,0.0,98.98
2001-01-09 06:00:00,5.72,53.7,1.35,0.0,99.04
2001-01-09 07:00:00,6.38,51.33,1.24,0.14,99.09
2001-01-09 08:00:00,9.84,40.59,2.41,0.68,99.16
2001-01-09 09:00:00,12.47,34.0,2.0,1.24,99.22
2001-01-09 10:00:00,16.46,25.93,1.57,1.73,99.22
2001-01-09 11:00:00,18.36,21.85,1.36,2.22,99.17
2001-01-09 12:00:00,19.78,18.4,1.19,2.25,99.08
2001-01-09 13:00:00,20.84,15.54,1.51,2.05,98.99
2001-01-09 14:00:00,21.16,14.28,1.88,1.62,98.92
2001-01-09 15:00:00,20.68,14.32,2.02,1.01,98.9
2001-01-09 16:00:00,17.92,17.55,1.12,0.4,98.91
2001-01-09 17:00:00,14.91,21.36,1.41,0.02,98.95
2001-01-09 18:00:00,13.62,23.95,1.48,0.0,99.02
2001-01-09 19:00:00,12.76,26.21,1.49,0.0,99.09
2001-01-09 20:00:00,12.09,28.3,1.48,0.0,99.11
2001-01-09 21:00:00,11.67,29.91,1.44,0.0,99.12
2001-01-09 22:00:00,11.45,30.93,1.35,0.0,99.12
2001-01-09 23:00:00,11.24,31.72,1.28,0.0,99.1
2001-01-10 00:00:00,10.88,32.72,1.23,0.0,99.09
2001-01-10 01:00:00,10.4,34.03,1.23,0.0,99.06
2001-01-10 02:00:00,9.8,35.41,1.28,0.0,99.02
2001-01-10 03:00:00,9.19,36.88,1.34,0.0,98.99
2001-01-10 04:00:00,8.61,38.35,1.39,0.0,98.97
2001-01-10 05:00:00,7.91,40.23,1.47,0.0,99.0
2001-01-10 06:00:00,7.15,42.4,1.53,0.0,99.07
2001-01-10 07:00:00,7.41,41.53,1.45,0.16,99.14
2001-01-10 08:00:00,11.36,31.97,2.36,0.79,99.21
2001-01-10 09:00:00,14.0,26.8,2.77,1.44,99.25
2001-01-10 10:00:00,17.6,19.86,1.64,1.97,99.25
2001-01-10 11:00:00,20.44,13.58,1.2,2.3,99.18
2001-01-10 12:00:00,21.45,11.76,1.35,2.53,99.07
2001-01-10 13:00:00,21.83,10.99,1.34,2.31,98.96
2001-01-10 14:00:00,21.71,10.75,1.42,1.86,98.87
2001-01-10 15:00:00,21.11,11.02,1.51,1.21,98.82
2001-01-10 16:00:00,18.84,14.0,0.9,0.48,98.81
2001-01-10 17:00:00,16.15,15.3,1.17,0.02,98.83
2001-01-10 18:00:00,14.73,16.77,1.29,0.0,98.89
2001-01-10 19:00:00,13.53,18.34,1.37,0.0,98.94
2001-01-10 20:00:00,12.4,20.08,1.44,0.0,98.97
2001-01-10 21:00:00,11.37,21.97,1.5,0.0,98.98
2001-01-10 22:00:00,10.29,23.98,1.55,0.0,98.96
2001-01-10 23:00:00,9.23,26.15,1.59,0.0,98.91
2001-01-11 00:00:00,8.34,28.19,1.63,0.0,98.87
2001-01-11 01:00:00,7.61,30.22,1.68,0.0,98.82
2001-01-11 02:00:00,6.94,32.26,1.74,0.0,98.78
2001-01-11 03:00:00,6.4,33.96,1.84,0.0,98.74
2001-01-11 04:00:00,5.96,35.52,1.95,0.0,98.72
2001-01-11 05:00:00,5.62,36.89,2.04,0.0,98.75
2001-01-11 06:00:00,5.33,38.2,2.1,0.0,98.8
2001-01-11 07:00:00,6.83,34.78,2.41,0.16,98.86
2001-01-11 08:00:00,10.63,26.9,4.13,0.79,98.93
2001-01-11 09:00:00,13.71,21.97,3.33,1.44,98.96
2001-01-11 10:00:00,18.23,15.25,2.48,1.98,98.96
2001-01-11 11:00:00,21.15,10.88,1.45,2.31,98.88
2001-01-11 12:00:00,22.21,9.53,1.03,2.47,98.78
2001-01-11 13:00:00,22.83,8.72,0.93,2.25,98.68
2001-01-11 14:00:00,22.98,8.29,0.97,1.81,98.6
2001-01-11 15:00:00,22.52,8.35,0.97,1.18,98.54
2001-01-11 16:00:00,20.86,10.2,0.61,0.48,98.53
2001-01-11 17:00:00,18.87,10.74,0.8,0.02,98.54
2001-01-11 18:00:00,17.53,11.38,1.05,0.0,98.58
2001-01-11 19:00:00,16.22,12.19,1.25,0.0,98.62
2001-01-11 20:00:00,15.12,13.09,1.36,0.0,98.65
2001-01-11 21:00:00,14.08,14.1,1.44,0.0,98.67
2001-01-11 22:00:00,13.14,15.09,1.5,0.0,98.65
2001-01-11 23:00:00,12.23,16.24,1.51,0.0,98.62
2001-01-12 00:00:00,11.23,17.46,1.53,0.0,98.6
2001-01-12 01:00:00,10.42,18.55,1.53,0.0,98.57
2001-01-12 02:00:00,10.06,19.13,1.53,0.0,98.56
2001-01-12 03:00:00,9.76,19.51,1.56,0.0,98.53
2001-01-12 04:00:00,9.13,20.22,1.6,0.0,98.53
2001-01-12 05:00:00,8.41,21.09,1.63,0.0,98.56
2001-01-12 06:00:00,8.13,21.22,1.6,0.0,98.62
2001-01-12 07:00:00,9.27,19.52,1.45,0.17,98.68
2001-01-12 08:00:00,13.39,14.97,2.42,0.84,98.77
2001-01-12 09:00:00,15.91,12.82,1.9,1.51,98.83
2001-01-12 10:00:00,19.61,10.22,0.56,2.05,98.86
2001-01-12 11:00:00,22.51,8.61,1.3,2.36,98.84
2001-01-12 12:00:00,23.41,8.31,1.71,2.41,98.78
2001-01-12 13:00:00,23.79,8.28,2.16,2.22,98.72
2001-01-12 14:00:00,23.74,8.47,2.51,1.78,98.69
2001-01-12 15:00:00,23.16,8.82,2.59,1.16,98.69
2001-01-12 16:00:00,20.51,11.75,1.32,0.46,98.72
2001-01-12 17:00:00,16.9,13.59,1.45,0.02,98.78
2001-01-12 18:00:00,15.58,14.35,1.55,0.0,98.86
2001-01-12 19:00:00,14.56,15.43,1.59,0.0,98.93
2001-01-12 20:00:00,13.7,16.52,1.61,0.0,98.98
2001-01-12 21:00:00,12.93,17.59,1.61,0.0,99.01
2001-01-12 22:00:00,12.18,18.6,1.6,0.0,99.02
2001-01-12 23:00:00,11.52,19.66,1.58,0.0,99.01
2001-01-13 00:00:00,10.92,20.57,1.57,0.0,98.99
2001-01-13 01:00:00,10.41,21.28,1.55,0.0,98.99
2001-01-13 02:00:00,9.97,22.04,1.52,0.0,98.97
2001-01-13 03:00:00,9.62,22.7,1.49,0.0,98.95
2001-01-13 04:00:00,9.3,23.33,1.46,0.0,98.95
2001-01-13 05:00:00,9.06,23.85,1.42,0.0,98.99
2001-01-13 06:00:00,8.84,24.23,1.39,0.0,99.05
2001-01-13 07:00:00,9.44,23.54,1.19,0.15,99.1
2001-01-13 08:00:00,12.57,19.35,1.67,0.76,99.16
2001-01-13 09:00:00,14.9,16.73,1.43,1.42,99.21
2001-01-13 10:00:00,18.99,13.41,1.56,1.97,99.2
2001-01-13 11:00:00,21.24,12.29,2.52,2.29,99.14
2001-01-13 12:00:00,22.06,12.1,2.47,2.47,99.04
2001-01-13 13:00:00,22.45,12.1,2.39,2.27,98.96
2001-01-13 14:00:00,22.49,12.35,2.34,1.84,98.91
2001-01-13 15:00:00,21.97,12.99,2.25,1.21,98.88
2001-01-13 16:00:00,19.28,15.97,1.14,0.5,98.88
2001-01-13 17:00:00,16.55,19.13,1.35,0.03,98.9
2001-01-13 18:00:00,15.44,21.19,1.43,0.0,98.96
2001-01-13 19:00:00,14.65,22.97,1.45,0.0,99.03
2001-01-13 20:00:00,14.06,24.57,1.44,0.0,99.08
2001-01-13 21:00:00,13.71,25.75,1.38,0.0,99.1
2001-01-13 22:00:00,13.52,26.58,1.27,0.0,99.09
2001-01-13 23:00:00,13.37,27.25,1.13,0.0,99.06
2001-01-14 00:00:00,13.12,28.0,1.01,0.0,99.01
2001-01-14 01:00:00,12.77,28.85,0.91,0.0,98.97
2001-01-14 02:00:00,12.42,29.62,0.88,0.0,98.93
2001-01-14 03:00:00,12.0,30.55,0.93,0.0,98.9
2001-01-14 04:00:00,11.49,31.59,0.99,0.0,98.89
2001-01-14 05:00:00,10.88,32.91,1.09,0.0,98.92
2001-01-14 06:00:00,10.21,34.43,1.2,0.0,98.97
2001-01-14 07:00:00,10.18,34.52,1.21,0.16,99.04
2001-01-14 08:00:00,13.13,28.53,1.64,0.8,99.11
2001-01-14 09:00:00,15.64,24.18,1.93,1.48,99.17
2001-01-14 10:00:00,19.41,18.63,0.41,2.04,99.16
2001-01-14 11:00:00,22.47,14.84,1.23,2.36,99.08
2001-01-14 12:00:00,23.59,13.74,1.46,2.46,98.97
2001-01-14 13:00:00,24.11,13.15,1.59,2.27,98.86
2001-01-14 14:00:00,24.14,12.96,1.63,1.84,98.79
2001-01-14 15:00:00,23.61,13.15,1.48,1.22,98.75
2001-01-14 16:00:00,21.26,15.42,0.91,0.5,98.74
2001-01-14 17:00:00,18.98,17.47,1.14,0.03,98.75
2001-01-14 18:00:00,17.74,18.98,1.26,0.0,98.82
2001-01-14 19:00:00,16.72,20.34,1.32,0.0,98.87
2001-01-14 20:00:00,15.81,21.74,1.35,0.0,98.9
2001-01-14 21:00:00,14.86,23.39,1.4,0.0,98.92
2001-01-14 22:00:00,13.84,25.28,1.46,0.0,98.9
2001-01-14 23:00:00,12.86,27.26,1.52,0.0,98.86
2001-01-15 00:00:00,11.95,29.16,1.55,0.0,98.82
2001-01-15 01:00:00,11.06,31.15,1.6,0.0,98.78
2001-01-15 02:00:00,10.16,33.32,1.61,0.0,98.74
2001-01-15 03:00:00,9.33,35.36,1.65,0.0,98.72
2001-01-15 04:00:00,8.69,37.06,1.7,0.0,98.73
2001-01-15 05:00:00,8.18,38.24,1.75,0.0,98.78
2001-01-15 06:00:00,7.74,39.44,1.82,0.0,98.86
2001-01-15 07:00:00,9.04,36.0,1.95,0.17,98.94
2001-01-15 08:00:00,13.16,27.4,3.76,0.82,99.02
2001-01-15 09:00:00,16.04,22.77,3.34,1.5,99.09
2001-01-15 10:00:00,20.27,17.32,2.54,2.06,99.1
2001-01-15 11:00:00,23.57,13.34,1.64,2.43,99.06
2001-01-15 12:00:00,24.54,11.95,1.46,2.51,98.99
2001-01-15 13:00:00,24.97,11.14,1.47,2.32,98.91
2001-01-15 14:00:00,24.93,10.81,1.57,1.9,98.85
2001-01-15 15:00:00,24.33,10.84,1.74,1.28,98.83
2001-01-15 16:00:00,21.87,13.42,1.03,0.55,98.84
2001-01-15 17:00:00,18.45,15.48,1.39,0.03,98.89
2001-01-15 18:00:00,16.55,17.55,1.57,0.0,98.97
2001-01-15 19:00:00,15.1,19.45,1.68,0.0,99.05
2001-01-15 20:00:00,13.95,21.16,1.74,0.0,99.1
2001-01-15 21:00:00,12.97,22.89,1.78,0.0,99.14
2001-01-15 22:00:00,12.11,24.67,1.83,0.0,99.14
2001-01-15 23:00:00,11.38,26.12,1.81,0.0,99.12
2001-01-16 00:00:00,10.78,27.42,1.75,0.0,99.1
2001-01-16 01:00:00,10.32,28.4,1.69,0.0,99.08
2001-01-16 02:00:00,9.97,29.32,1.64,0.0,99.06
2001-01-16 03:00:00,9.63,30.12,1.6,0.0,99.03
2001-01-16 04:00:00,9.49,30.54,1.54,0.0,99.04
2001-01-16 05:00:00,9.5,30.54,1.48,0.0,99.09
2001-01-16 06:00:00,9.02,31.7,1.5,0.0,99.15
2001-01-16 07:00:00,9.81,30.34,1.37,0.17,99.21
2001-01-16 08:00:00,13.92,23.24,2.32,0.84,99.27
2001-01-16 09:00:00,16.8,19.41,2.41,1.55,99.32
2001-01-16 10:00:00,21.04,14.32,2.01,2.15,99.31
2001-01-16 11:00:00,23.29,11.25,1.99,2.47,99.24
2001-01-16 12:00:00,24.25,9.77,1.76,2.53,99.14
2001-01-16 13:00:00,24.74,8.97,1.54,2.34,99.03
2001-01-16 14:00:00,24.74,8.61,1.4,1.9,98.96
2001-01-16 15:00:00,24.15,8.65,1.27,1.26,98.92
2001-01-16 16:00:00,22.15,10.77,0.73,0.53,98.91
2001-01-16 17:00:00,19.77,11.65,0.93,0.03,98.95
2001-01-16 18:00:00,18.47,12.41,1.09,0.0,99.02
2001-01-16 19:00:00,17.18,13.63,1.24,0.0,99.07
2001-01-16 20:00:00,15.7,15.25,1.4,0.0,99.1
2001-01-16 21:00:00,14.01,17.21,1.56,0.0,99.1
2001-01-16 22:00:00,12.46,19.26,1.65,0.0,99.08
2001-01-16 23:00:00,11.25,21.09,1.7,0.0,99.06
2001-01-17 00:00:00,10.33,22.67,1.77,0.0,99.04
2001-01-17 01:00:00,9.64,24.14,1.83,0.0,99.02
2001-01-17 02:00:00,9.05,25.53,1.88,0.0,99.0
2001-01-17 03:00:00,8.5,27.07,1.91,0.0,99.0
2001-01-17 04:00:00,8.01,28.73,1.99,0.0,99.03
2001-01-17 05:00:00,7.59,30.04,2.09,0.0,99.09
2001-01-17 06:00:00,7.23,31.44,2.23,0.0,99.18
2001-01-17 07:00:00,8.87,28.57,2.71,0.17,99.28
2001-01-17 08:00:00,12.76,22.28,4.64,0.84,99.33
2001-01-17 09:00:00,15.86,18.32,3.9,1.51,99.38
2001-01-17 10:00:00,20.18,13.42,3.54,2.08,99.38
2001-01-17 11:00:00,23.02,10.37,3.41,2.45,99.29
2001-01-17 12:00:00,24.17,9.29,2.86,2.62,99.16
2001-01-17 13:00:00,24.82,8.57,2.29,2.44,99.06
2001-01-17 14:00:00,24.94,8.15,1.97,2.01,98.97
2001-01-17 15:00:00,24.41,8.15,1.71,1.37,98.93
2001-01-17 16:00:00,22.07,10.29,0.89,0.61,98.93
2001-01-17 17:00:00,19.77,11.09,1.07,0.04,98.95
2001-01-17 18:00:00,18.12,12.08,1.32,0.0,99.02
2001-01-17 19:00:00,16.43,13.7,1.49,0.0,99.08
2001-01-17 20:00:00,14.76,15.64,1.62,0.0,99.12
2001-01-17 21:00:00,13.29,17.62,1.73,0.0,99.12
2001-01-17 22:00:00,12.05,19.68,1.83,0.0,99.1
2001-01-17 23:00:00,11.06,21.6,1.89,0.0,99.08
2001-01-18 00:00:00,10.24,23.32,1.92,0.0,99.06
2001-01-18 01:00:00,9.52,25.01,1.94,0.0,99.04
2001-01-18 02:00:00,8.87,26.54,1.96,0.0,99.0
2001-01-18 03:00:00,8.29,27.74,1.97,0.0,98.98
2001-01-18 04:00:00,7.77,28.74,1.91,0.0,98.99
2001-01-18 05:00:00,7.33,29.17,1.86,0.0,99.03
2001-01-18 06:00:00,6.99,29.56,1.84,0.0,99.1
2001-01-18 07:00:00,8.58,26.4,1.95,0.19,99.17
2001-01-18 08:00:00,12.62,20.18,3.49,0.87,99.24
2001-01-18 09:00:00,15.6,16.82,2.68,1.55,99.28
2001-01-18 10:00:00,20.07,12.69,2.38,2.11,99.26
2001-01-18 11:00:00,23.52,9.77,2.17,2.44,99.16
2001-01-18 12:00:00,24.65,9.07,1.56,2.54,99.03
2001-01-18 13:00:00,25.23,8.9,1.48,2.31,98.93
2001-01-18 14:00:00,25.3,8.86,1.72,1.91,98.86
